道具ID,描述,道具名称,道具描述,道具图标名称,道具品质      ,道具类型,道具类型参数,出售价格,使用等级限制,快速前往关卡,掉落系数,背包界面所属标签
201585,铜制火枪生成器(金),32181,32182,200025.png,5,13,[201585],0,1,[],1,0
201589,弑君之刃生成器(金),32183,32184,200054.png,5,13,[201589],0,1,[],1,0
201593,恶灵魔杖生成器(金),32185,32186,200057.png,5,13,[201593],0,1,[],1,0
201597,救赎手杖生成器(金),32187,32188,200059.png,5,13,[201597],0,1,[],1,0
201601,守卫钉锤生成器(金),32253,32254,200068.png,5,13,[201601],0,1,[],1,0
201605,精钢锤生成器(金),32255,32256,200069.png,5,13,[201605],0,1,[],1,0
201609,圣骑士锤生成器(金),32257,32258,200070.png,5,13,[201609],0,1,[],1,0
201613,65守卫武器生成器(金),32259,32260,200070.png,5,13,[201613],0,1,[],1,0
201901,1级勇士套装剑（橙）,32285,32286,200071.png,6,13,[201901],0,1,[],1,0
211001,头巾生成器(白),32005,32006,210001.png,1,13,[211001],0,1,[],1,0
211002,头巾生成器(绿),32005,32006,210001.png,2,13,[211002],0,1,[],1,0
211009,亚麻兜帽生成器(白),32021,32022,210029.png,1,13,[211009],0,1,[],1,0
211010,亚麻兜帽生成器(绿),32021,32022,210029.png,2,13,[211010],0,1,[],1,0
211011,亚麻兜帽生成器(蓝),32021,32022,210029.png,3,13,[211011],0,1,[],1,0
211012,亚麻兜帽生成器(紫),32021,32022,210029.png,4,13,[211012],0,1,[],1,0
211013,鲜花头环生成器(白),32023,32024,210055.png,1,13,[211013],0,1,[],1,0
211014,鲜花头环生成器(绿),32023,32024,210055.png,2,13,[211014],0,1,[],1,0
211015,鲜花头环生成器(蓝),32023,32024,210055.png,3,13,[211015],0,1,[],1,0
211016,鲜花头环生成器(紫),32023,32024,210055.png,4,13,[211016],0,1,[],1,0
211017,骑士战盔生成器(白),32039,32040,210006.png,1,13,[211017],0,1,[],1,0
211018,骑士战盔生成器(绿),32039,32040,210006.png,2,13,[211018],0,1,[],1,0
211019,骑士战盔生成器(蓝),32039,32040,210006.png,3,13,[211019],0,1,[],1,0
211020,骑士战盔生成器(紫),32039,32040,210006.png,4,13,[211020],0,1,[],1,0
211021,飞羽毡帽生成器(白),32041,32042,210017.png,1,13,[211021],0,1,[],1,0
211022,飞羽毡帽生成器(绿),32041,32042,210017.png,2,13,[211022],0,1,[],1,0
211023,飞羽毡帽生成器(蓝),32041,32042,210017.png,3,13,[211023],0,1,[],1,0
211024,飞羽毡帽生成器(紫),32041,32042,210017.png,4,13,[211024],0,1,[],1,0
211025,学徒高帽生成器(白),32043,32044,210033.png,1,13,[211025],0,1,[],1,0
211026,学徒高帽生成器(绿),32043,32044,210033.png,2,13,[211026],0,1,[],1,0
211027,学徒高帽生成器(蓝),32043,32044,210033.png,3,13,[211027],0,1,[],1,0
211028,学徒高帽生成器(紫),32043,32044,210033.png,4,13,[211028],0,1,[],1,0
211029,重型战盔生成器(白),32077,32078,210050.png,1,13,[211029],0,1,[],1,0
211030,重型战盔生成器(绿),32077,32078,210050.png,2,13,[211030],0,1,[],1,0
211031,重型战盔生成器(蓝),32077,32078,210050.png,3,13,[211031],0,1,[],1,0
211032,重型战盔生成器(紫),32077,32078,210050.png,4,13,[211032],0,1,[],1,0
211037,骷髅毡帽生成器(白),32081,32082,210022.png,1,13,[211037],0,1,[],1,0
211038,骷髅毡帽生成器(绿),32081,32082,210022.png,2,13,[211038],0,1,[],1,0
211039,骷髅毡帽生成器(蓝),32081,32082,210022.png,3,13,[211039],0,1,[],1,0
211040,骷髅毡帽生成器(紫),32081,32082,210022.png,4,13,[211040],0,1,[],1,0
211041,鹰喙兜帽生成器(白),32083,32084,210026.png,1,13,[211041],0,1,[],1,0
211042,鹰喙兜帽生成器(绿),32083,32084,210026.png,2,13,[211042],0,1,[],1,0
211043,鹰喙兜帽生成器(蓝),32083,32084,210026.png,3,13,[211043],0,1,[],1,0
211044,鹰喙兜帽生成器(紫),32083,32084,210026.png,4,13,[211044],0,1,[],1,0
211045,奥术高帽生成器(白),32085,32086,210042.png,1,13,[211045],0,1,[],1,0
211046,奥术高帽生成器(绿),32085,32086,210042.png,2,13,[211046],0,1,[],1,0
211047,奥术高帽生成器(蓝),32085,32086,210042.png,3,13,[211047],0,1,[],1,0
211048,奥术高帽生成器(紫),32085,32086,210042.png,4,13,[211048],0,1,[],1,0
211049,紫荆头环生成器(白),32087,32088,210043.png,1,13,[211049],0,1,[],1,0
211050,紫荆头环生成器(绿),32087,32088,210043.png,2,13,[211050],0,1,[],1,0
211051,紫荆头环生成器(蓝),32087,32088,210043.png,3,13,[211051],0,1,[],1,0
211052,紫荆头环生成器(紫),32087,32088,210043.png,4,13,[211052],0,1,[],1,0
211053,皇家战盔生成器(白),32133,32134,210051.png,1,13,[211053],0,1,[],1,0
211054,皇家战盔生成器(绿),32133,32134,210051.png,2,13,[211054],0,1,[],1,0
211055,皇家战盔生成器(蓝),32133,32134,210051.png,3,13,[211055],0,1,[],1,0
211056,皇家战盔生成器(紫),32133,32134,210051.png,4,13,[211056],0,1,[],1,0
211061,必胜毡帽生成器(白),32137,32138,210025.png,1,13,[211061],0,1,[],1,0
211062,必胜毡帽生成器(绿),32137,32138,210025.png,2,13,[211062],0,1,[],1,0
211063,必胜毡帽生成器(蓝),32137,32138,210025.png,3,13,[211063],0,1,[],1,0
211064,必胜毡帽生成器(紫),32137,32138,210025.png,4,13,[211064],0,1,[],1,0
211065,残阳兜帽生成器(白),32139,32140,210036.png,1,13,[211065],0,1,[],1,0
211066,残阳兜帽生成器(绿),32139,32140,210036.png,2,13,[211066],0,1,[],1,0
211067,残阳兜帽生成器(蓝),32139,32140,210036.png,3,13,[211067],0,1,[],1,0
211068,残阳兜帽生成器(紫),32139,32140,210036.png,4,13,[211068],0,1,[],1,0
211069,飞翼高帽生成器(白),32141,32142,210041.png,1,13,[211069],0,1,[],1,0
211070,飞翼高帽生成器(绿),32141,32142,210041.png,2,13,[211070],0,1,[],1,0
211071,飞翼高帽生成器(蓝),32141,32142,210041.png,3,13,[211071],0,1,[],1,0
211072,飞翼高帽生成器(紫),32141,32142,210041.png,4,13,[211072],0,1,[],1,0
211073,守护头环生成器(白),32143,32144,210056.png,1,13,[211073],0,1,[],1,0
211074,守护头环生成器(绿),32143,32144,210056.png,2,13,[211074],0,1,[],1,0
211075,守护头环生成器(蓝),32143,32144,210056.png,3,13,[211075],0,1,[],1,0
211076,守护头环生成器(紫),32143,32144,210056.png,4,13,[211076],0,1,[],1,0
211077,英灵战盔生成器(白),32189,32190,210014.png,1,13,[211077],0,1,[],1,0
211078,英灵战盔生成器(绿),32189,32190,210014.png,2,13,[211078],0,1,[],1,0
211079,英灵战盔生成器(蓝),32189,32190,210014.png,3,13,[211079],0,1,[],1,0
211080,英灵战盔生成器(紫),32189,32190,210014.png,4,13,[211080],0,1,[],1,0
211085,皇家毡帽生成器(白),32193,32194,210052.png,1,13,[211085],0,1,[],1,0
211086,皇家毡帽生成器(绿),32193,32194,210052.png,2,13,[211086],0,1,[],1,0
211087,皇家毡帽生成器(蓝),32193,32194,210052.png,3,13,[211087],0,1,[],1,0
211088,皇家毡帽生成器(紫),32193,32194,210052.png,4,13,[211088],0,1,[],1,0
211089,迅影兜帽生成器(白),32195,32196,210053.png,1,13,[211089],0,1,[],1,0
211090,迅影兜帽生成器(绿),32195,32196,210053.png,2,13,[211090],0,1,[],1,0
211091,迅影兜帽生成器(蓝),32195,32196,210053.png,3,13,[211091],0,1,[],1,0
211092,迅影兜帽生成器(紫),32195,32196,210053.png,4,13,[211092],0,1,[],1,0
211093,末日高帽生成器(白),32197,32198,210054.png,1,13,[211093],0,1,[],1,0
211094,末日高帽生成器(绿),32197,32198,210054.png,2,13,[211094],0,1,[],1,0
211095,末日高帽生成器(蓝),32197,32198,210054.png,3,13,[211095],0,1,[],1,0
211096,末日高帽生成器(紫),32197,32198,210054.png,4,13,[211096],0,1,[],1,0
211097,觉醒头环生成器(白),32199,32200,210057.png,1,13,[211097],0,1,[],1,0
211098,觉醒头环生成器(绿),32199,32200,210057.png,2,13,[211098],0,1,[],1,0
211099,觉醒头环生成器(蓝),32199,32200,210057.png,3,13,[211099],0,1,[],1,0
211100,觉醒头环生成器(紫),32199,32200,210057.png,4,13,[211100],0,1,[],1,0
211101,皮革头盔生成器(白）,32261,32262,210066.png,1,13,[211101],0,1,[],1,0
211102,皮革头盔生成器(绿）,32261,32262,210066.png,2,13,[211102],0,1,[],1,0
211103,皮革头盔生成器(蓝),32261,32262,210066.png,3,13,[211103],0,1,[],1,0
211104,皮革头盔生成器(紫),32261,32262,210066.png,4,13,[211104],0,1,[],1,0
211105,精钢护盔生成器(白）,32263,32264,210067.png,1,13,[211105],0,1,[],1,0
211106,精钢护盔生成器(绿）,32263,32264,210067.png,2,13,[211106],0,1,[],1,0
211107,精钢护盔生成器(蓝),32263,32264,210067.png,3,13,[211107],0,1,[],1,0
211108,精钢护盔生成器(紫),32263,32264,210067.png,4,13,[211108],0,1,[],1,0
211109,正义之盔生成器(白）,32265,32266,210068.png,1,13,[211109],0,1,[],1,0
211110,正义之盔生成器(绿）,32265,32266,210068.png,2,13,[211110],0,1,[],1,0
211111,正义之盔生成器(蓝),32265,32266,210068.png,3,13,[211111],0,1,[],1,0
211112,正义之盔生成器(紫),32265,32266,210068.png,4,13,[211112],0,1,[],1,0
211113,65守卫头盔生成器(白）,32267,32268,210068.png,1,13,[211113],0,1,[],1,0
211114,65守卫头盔生成器(绿）,32267,32268,210068.png,2,13,[211114],0,1,[],1,0
211115,65守卫头盔生成器(蓝),32267,32268,210068.png,3,13,[211115],0,1,[],1,0
211116,65守卫头盔生成器(紫),32267,32268,210068.png,4,13,[211116],0,1,[],1,0
211501,角斗之盔生成器(金),32191,32192,210012.png,5,13,[211501],0,1,[],1,0
211509,亚麻兜帽生成器(金),32021,32022,210029.png,5,13,[211509],0,1,[],1,0
211513,鲜花头环生成器(金),32023,32024,210055.png,5,13,[211513],0,1,[],1,0
211517,骑士战盔生成器(金),32039,32040,210006.png,5,13,[211517],0,1,[],1,0
211521,飞羽毡帽生成器(金),32041,32042,210017.png,5,13,[211521],0,1,[],1,0
211525,学徒高帽生成器(金),32043,32044,210033.png,5,13,[211525],0,1,[],1,0
211529,重型战盔生成器(金),32077,32078,210050.png,5,13,[211529],0,1,[],1,0
211537,骷髅毡帽生成器(金),32081,32082,210022.png,5,13,[211537],0,1,[],1,0
211541,鹰喙兜帽生成器(金),32083,32084,210026.png,5,13,[211541],0,1,[],1,0
211545,奥术高帽生成器(金),32085,32086,210042.png,5,13,[211545],0,1,[],1,0
211549,紫荆头环生成器(金),32087,32088,210043.png,5,13,[211549],0,1,[],1,0
211553,皇家战盔生成器(金),32133,32134,210051.png,5,13,[211553],0,1,[],1,0
211561,必胜毡帽生成器(金),32137,32138,210025.png,5,13,[211561],0,1,[],1,0
211565,残阳兜帽生成器(金),32139,32140,210036.png,5,13,[211565],0,1,[],1,0
211569,飞翼高帽生成器(金),32141,32142,210041.png,5,13,[211569],0,1,[],1,0
211573,守护头环生成器(金),32143,32144,210056.png,5,13,[211573],0,1,[],1,0
211577,英灵战盔生成器(金),32189,32190,210014.png,5,13,[211577],0,1,[],1,0
211585,皇家毡帽生成器(金),32193,32194,210052.png,5,13,[211585],0,1,[],1,0
211589,迅影兜帽生成器(金),32195,32196,210053.png,5,13,[211589],0,1,[],1,0
211593,末日高帽生成器(金),32197,32198,210054.png,5,13,[211593],0,1,[],1,0
211597,觉醒头环生成器(金),32199,32200,210057.png,5,13,[211597],0,1,[],1,0
211601,皮革头盔生成器(金),32261,32262,210066.png,5,13,[211601],0,1,[],1,0
211605,精钢护盔生成器(金),32263,32264,210067.png,5,13,[211605],0,1,[],1,0
211609,正义之盔生成器(金),32265,32266,210068.png,5,13,[211609],0,1,[],1,0
211613,65守卫头盔生成器(金),32267,32268,210068.png,5,13,[211613],0,1,[],1,0
211901,1级勇士套装头（橙）,32287,32288,210069.png,6,13,[211901],0,1,[],1,0
221001,皮衣生成器(白),32009,32010,220001.png,1,13,[221001],0,1,[],1,0
221002,皮衣生成器(绿),32009,32010,220001.png,2,13,[221002],0,1,[],1,0
221009,简易披风生成器(白),32025,32026,220029.png,1,13,[221009],0,1,[],1,0
221010,简易披风生成器(绿),32025,32026,220029.png,2,13,[221010],0,1,[],1,0
221011,简易披风生成器(蓝),32025,32026,220029.png,3,13,[221011],0,1,[],1,0
221012,简易披风生成器(紫),32025,32026,220029.png,4,13,[221012],0,1,[],1,0
221013,针织灰袍生成器(白),32027,32028,220057.png,1,13,[221013],0,1,[],1,0
221014,针织灰袍生成器(绿),32027,32028,220057.png,2,13,[221014],0,1,[],1,0
221015,针织灰袍生成器(蓝),32027,32028,220057.png,3,13,[221015],0,1,[],1,0
221016,针织灰袍生成器(紫),32027,32028,220057.png,4,13,[221016],0,1,[],1,0
221017,铁制铠甲生成器(白),32045,32046,220006.png,1,13,[221017],0,1,[],1,0
221018,铁制铠甲生成器(绿),32045,32046,220006.png,2,13,[221018],0,1,[],1,0
221019,铁制铠甲生成器(蓝),32045,32046,220006.png,3,13,[221019],0,1,[],1,0
221020,铁制铠甲生成器(紫),32045,32046,220006.png,4,13,[221020],0,1,[],1,0
221021,皮革外套生成器(白),32047,32048,220017.png,1,13,[221021],0,1,[],1,0
221022,皮革外套生成器(绿),32047,32048,220017.png,2,13,[221022],0,1,[],1,0
221023,皮革外套生成器(蓝),32047,32048,220017.png,3,13,[221023],0,1,[],1,0
221024,皮革外套生成器(紫),32047,32048,220017.png,4,13,[221024],0,1,[],1,0
221025,神秘法袍生成器(白),32049,32050,220053.png,1,13,[221025],0,1,[],1,0
221026,神秘法袍生成器(绿),32049,32050,220053.png,2,13,[221026],0,1,[],1,0
221027,神秘法袍生成器(蓝),32049,32050,220053.png,3,13,[221027],0,1,[],1,0
221028,神秘法袍生成器(紫),32049,32050,220053.png,4,13,[221028],0,1,[],1,0
221029,秘银铠甲生成器(白),32089,32090,220009.png,1,13,[221029],0,1,[],1,0
221030,秘银铠甲生成器(绿),32089,32090,220009.png,2,13,[221030],0,1,[],1,0
221031,秘银铠甲生成器(蓝),32089,32090,220009.png,3,13,[221031],0,1,[],1,0
221032,秘银铠甲生成器(紫),32089,32090,220009.png,4,13,[221032],0,1,[],1,0
221037,追猎外套生成器(白),32093,32094,220026.png,1,13,[221037],0,1,[],1,0
221038,追猎外套生成器(绿),32093,32094,220026.png,2,13,[221038],0,1,[],1,0
221039,追猎外套生成器(蓝),32093,32094,220026.png,3,13,[221039],0,1,[],1,0
221040,追猎外套生成器(紫),32093,32094,220026.png,4,13,[221040],0,1,[],1,0
221041,夜行披风生成器(白),32095,32096,220050.png,1,13,[221041],0,1,[],1,0
221042,夜行披风生成器(绿),32095,32096,220050.png,2,13,[221042],0,1,[],1,0
221043,夜行披风生成器(蓝),32095,32096,220050.png,3,13,[221043],0,1,[],1,0
221044,夜行披风生成器(紫),32095,32096,220050.png,4,13,[221044],0,1,[],1,0
221045,导言法袍生成器(白),32097,32098,220054.png,1,13,[221045],0,1,[],1,0
221046,导言法袍生成器(绿),32097,32098,220054.png,2,13,[221046],0,1,[],1,0
221047,导言法袍生成器(蓝),32097,32098,220054.png,3,13,[221047],0,1,[],1,0
221048,导言法袍生成器(紫),32097,32098,220054.png,4,13,[221048],0,1,[],1,0
221049,戒律软袍生成器(白),32099,32100,220058.png,1,13,[221049],0,1,[],1,0
221050,戒律软袍生成器(绿),32099,32100,220058.png,2,13,[221050],0,1,[],1,0
221051,戒律软袍生成器(蓝),32099,32100,220058.png,3,13,[221051],0,1,[],1,0
221052,戒律软袍生成器(紫),32099,32100,220058.png,4,13,[221052],0,1,[],1,0
221053,督军铠甲生成器(白),32145,32146,220043.png,1,13,[221053],0,1,[],1,0
221054,督军铠甲生成器(绿),32145,32146,220043.png,2,13,[221054],0,1,[],1,0
221055,督军铠甲生成器(蓝),32145,32146,220043.png,3,13,[221055],0,1,[],1,0
221056,督军铠甲生成器(紫),32145,32146,220043.png,4,13,[221056],0,1,[],1,0
221061,巡弋外套生成器(白),32149,32150,220022.png,1,13,[221061],0,1,[],1,0
221062,巡弋外套生成器(绿),32149,32150,220022.png,2,13,[221062],0,1,[],1,0
221063,巡弋外套生成器(蓝),32149,32150,220022.png,3,13,[221063],0,1,[],1,0
221064,巡弋外套生成器(紫),32149,32150,220022.png,4,13,[221064],0,1,[],1,0
221065,夺命披风生成器(白),32151,32152,220051.png,1,13,[221065],0,1,[],1,0
221066,夺命披风生成器(绿),32151,32152,220051.png,2,13,[221066],0,1,[],1,0
221067,夺命披风生成器(蓝),32151,32152,220051.png,3,13,[221067],0,1,[],1,0
221068,夺命披风生成器(紫),32151,32152,220051.png,4,13,[221068],0,1,[],1,0
221069,神使法袍生成器(白),32153,32154,220055.png,1,13,[221069],0,1,[],1,0
221070,神使法袍生成器(绿),32153,32154,220055.png,2,13,[221070],0,1,[],1,0
221071,神使法袍生成器(蓝),32153,32154,220055.png,3,13,[221071],0,1,[],1,0
221072,神使法袍生成器(紫),32153,32154,220055.png,4,13,[221072],0,1,[],1,0
221073,守护软袍生成器(白),32155,32156,220059.png,1,13,[221073],0,1,[],1,0
221074,守护软袍生成器(绿),32155,32156,220059.png,2,13,[221074],0,1,[],1,0
221075,守护软袍生成器(蓝),32155,32156,220059.png,3,13,[221075],0,1,[],1,0
221076,守护软袍生成器(紫),32155,32156,220059.png,4,13,[221076],0,1,[],1,0
221077,英灵铠甲生成器(白),32201,32202,220014.png,1,13,[221077],0,1,[],1,0
221078,英灵铠甲生成器(绿),32201,32202,220014.png,2,13,[221078],0,1,[],1,0
221079,英灵铠甲生成器(蓝),32201,32202,220014.png,3,13,[221079],0,1,[],1,0
221080,英灵铠甲生成器(紫),32201,32202,220014.png,4,13,[221080],0,1,[],1,0
221085,兽印外套生成器(白),32205,32206,220025.png,1,13,[221085],0,1,[],1,0
221086,兽印外套生成器(绿),32205,32206,220025.png,2,13,[221086],0,1,[],1,0
221087,兽印外套生成器(蓝),32205,32206,220025.png,3,13,[221087],0,1,[],1,0
221088,兽印外套生成器(紫),32205,32206,220025.png,4,13,[221088],0,1,[],1,0
221089,弑杀披风生成器(白),32207,32208,220052.png,1,13,[221089],0,1,[],1,0
221090,弑杀披风生成器(绿),32207,32208,220052.png,2,13,[221090],0,1,[],1,0
221091,弑杀披风生成器(蓝),32207,32208,220052.png,3,13,[221091],0,1,[],1,0
221092,弑杀披风生成器(紫),32207,32208,220052.png,4,13,[221092],0,1,[],1,0
221093,湮灭法袍生成器(白),32209,32210,220056.png,1,13,[221093],0,1,[],1,0
221094,湮灭法袍生成器(绿),32209,32210,220056.png,2,13,[221094],0,1,[],1,0
221095,湮灭法袍生成器(蓝),32209,32210,220056.png,3,13,[221095],0,1,[],1,0
221096,湮灭法袍生成器(紫),32209,32210,220056.png,4,13,[221096],0,1,[],1,0
221097,救赎软袍生成器(白),32211,32212,220060.png,1,13,[221097],0,1,[],1,0
221098,救赎软袍生成器(绿),32211,32212,220060.png,2,13,[221098],0,1,[],1,0
221099,救赎软袍生成器(蓝),32211,32212,220060.png,3,13,[221099],0,1,[],1,0
221100,救赎软袍生成器(紫),32211,32212,220060.png,4,13,[221100],0,1,[],1,0
221101,皮革战衣生成器(白）,32269,32270,220069.png,1,13,[221101],0,1,[],1,0
221102,皮革战衣生成器(绿）,32269,32270,220069.png,2,13,[221102],0,1,[],1,0
221103,皮革战衣生成器(蓝),32269,32270,220069.png,3,13,[221103],0,1,[],1,0
221104,皮革战衣生成器(紫),32269,32270,220069.png,4,13,[221104],0,1,[],1,0
221105,厚重铠甲生成器(白）,32271,32272,220070.png,1,13,[221105],0,1,[],1,0
221106,厚重铠甲生成器(绿）,32271,32272,220070.png,2,13,[221106],0,1,[],1,0
221107,厚重铠甲生成器(蓝),32271,32272,220070.png,3,13,[221107],0,1,[],1,0
221108,厚重铠甲生成器(紫),32271,32272,220070.png,4,13,[221108],0,1,[],1,0
221109,圣堂铠甲生成器(白）,32273,32274,220071.png,1,13,[221109],0,1,[],1,0
221110,圣堂铠甲生成器(绿）,32273,32274,220071.png,2,13,[221110],0,1,[],1,0
221111,圣堂铠甲生成器(蓝),32273,32274,220071.png,3,13,[221111],0,1,[],1,0
221112,圣堂铠甲生成器(紫),32273,32274,220071.png,4,13,[221112],0,1,[],1,0
221113,65守卫护甲生成器(白）,32275,32276,220071.png,1,13,[221113],0,1,[],1,0
221114,65守卫护甲生成器(绿）,32275,32276,220071.png,2,13,[221114],0,1,[],1,0
221115,65守卫护甲生成器(蓝),32275,32276,220071.png,3,13,[221115],0,1,[],1,0
221116,65守卫护甲生成器(紫),32275,32276,220071.png,4,13,[221116],0,1,[],1,0
221501,角斗之铠生成器(金),32203,32204,220012.png,5,13,[221501],0,1,[],1,0
221509,简易披风生成器(金),32025,32026,220029.png,5,13,[221509],0,1,[],1,0
221513,针织灰袍生成器(金),32027,32028,220057.png,5,13,[221513],0,1,[],1,0
221517,铁制铠甲生成器(金),32045,32046,220006.png,5,13,[221517],0,1,[],1,0
221521,皮革外套生成器(金),32047,32048,220017.png,5,13,[221521],0,1,[],1,0
221525,神秘法袍生成器(金),32049,32050,220053.png,5,13,[221525],0,1,[],1,0
221529,秘银铠甲生成器(金),32089,32090,220009.png,5,13,[221529],0,1,[],1,0
221537,追猎外套生成器(金),32093,32094,220026.png,5,13,[221537],0,1,[],1,0
221541,夜行披风生成器(金),32095,32096,220050.png,5,13,[221541],0,1,[],1,0
221545,导言法袍生成器(金),32097,32098,220054.png,5,13,[221545],0,1,[],1,0
221549,戒律软袍生成器(金),32099,32100,220058.png,5,13,[221549],0,1,[],1,0
221553,督军铠甲生成器(金),32145,32146,220043.png,5,13,[221553],0,1,[],1,0
221561,巡弋外套生成器(金),32149,32150,220022.png,5,13,[221561],0,1,[],1,0
221565,夺命披风生成器(金),32151,32152,220051.png,5,13,[221561],0,1,[],1,0
221569,神使法袍生成器(金),32153,32154,220055.png,5,13,[221569],0,1,[],1,0
221573,守护软袍生成器(金),32155,32156,220059.png,5,13,[221573],0,1,[],1,0
221577,英灵铠甲生成器(金),32201,32202,220014.png,5,13,[221577],0,1,[],1,0
221585,兽印外套生成器(金),32205,32206,220025.png,5,13,[221585],0,1,[],1,0
221589,弑杀披风生成器(金),32207,32208,220052.png,5,13,[221589],0,1,[],1,0
221593,湮灭法袍生成器(金),32209,32210,220056.png,5,13,[221593],0,1,[],1,0
221597,救赎软袍生成器(金),32211,32212,220060.png,5,13,[221593],0,1,[],1,0
221601,皮革战衣生成器(金),32269,32270,220069.png,5,13,[221601],0,1,[],1,0
221605,厚重铠甲生成器(金),32271,32272,220070.png,5,13,[221605],0,1,[],1,0
221609,圣堂铠甲生成器(金),32273,32274,220071.png,5,13,[221609],0,1,[],1,0
221613,65守卫护甲生成器(金),32275,32276,220071.png,5,13,[221613],0,1,[],1,0
221901,1级勇士套装护甲（橙）,32289,32290,220072.png,6,13,[221901],0,1,[],1,0
231001,皮靴生成器(白),32013,32014,230001.png,1,13,[231001],0,1,[],1,0
231002,皮靴生成器(绿),32013,32014,230001.png,2,13,[231002],0,1,[],1,0
231009,轻便筒靴生成器(白),32029,32030,230003.png,1,13,[231009],0,1,[],1,0
231010,轻便筒靴生成器(绿),32029,32030,230003.png,2,13,[231010],0,1,[],1,0
231011,轻便筒靴生成器(蓝),32029,32030,230003.png,3,13,[231011],0,1,[],1,0
231012,轻便筒靴生成器(紫),32029,32030,230003.png,4,13,[231012],0,1,[],1,0
231013,丛林软靴生成器(白),32031,32032,230030.png,1,13,[231013],0,1,[],1,0
231014,丛林软靴生成器(绿),32031,32032,230030.png,2,13,[231014],0,1,[],1,0
231015,丛林软靴生成器(蓝),32031,32032,230030.png,3,13,[231015],0,1,[],1,0
231016,丛林软靴生成器(紫),32031,32032,230030.png,4,13,[231016],0,1,[],1,0
231017,无畏战靴生成器(白),32051,32052,230009.png,1,13,[231017],0,1,[],1,0
231018,无畏战靴生成器(绿),32051,32052,230009.png,2,13,[231018],0,1,[],1,0
231019,无畏战靴生成器(蓝),32051,32052,230009.png,3,13,[231019],0,1,[],1,0
231020,无畏战靴生成器(紫),32051,32052,230009.png,4,13,[231020],0,1,[],1,0
231021,疾走胫甲生成器(白),32053,32054,230017.png,1,13,[231021],0,1,[],1,0
231022,疾走胫甲生成器(绿),32053,32054,230017.png,2,13,[231022],0,1,[],1,0
231023,疾走胫甲生成器(蓝),32053,32054,230017.png,3,13,[231023],0,1,[],1,0
231024,疾走胫甲生成器(紫),32053,32054,230017.png,4,13,[231024],0,1,[],1,0
231025,奥术法靴生成器(白),32055,32056,230033.png,1,13,[231025],0,1,[],1,0
231026,奥术法靴生成器(绿),32055,32056,230033.png,2,13,[231026],0,1,[],1,0
231027,奥术法靴生成器(蓝),32055,32056,230033.png,3,13,[231027],0,1,[],1,0
231028,奥术法靴生成器(紫),32055,32056,230033.png,4,13,[231028],0,1,[],1,0
231029,骑士战靴生成器(白),32101,32102,230006.png,1,13,[231029],0,1,[],1,0
231030,骑士战靴生成器(绿),32101,32102,230006.png,2,13,[231030],0,1,[],1,0
231031,骑士战靴生成器(蓝),32101,32102,230006.png,3,13,[231031],0,1,[],1,0
231032,骑士战靴生成器(紫),32101,32102,230006.png,4,13,[231032],0,1,[],1,0
231037,迅捷胫甲生成器(白),32105,32106,230020.png,1,13,[231037],0,1,[],1,0
231038,迅捷胫甲生成器(绿),32105,32106,230020.png,2,13,[231038],0,1,[],1,0
231039,迅捷胫甲生成器(蓝),32105,32106,230020.png,3,13,[231039],0,1,[],1,0
231040,迅捷胫甲生成器(紫),32105,32106,230020.png,4,13,[231040],0,1,[],1,0
231041,紫金筒靴生成器(白),32107,32108,230023.png,1,13,[231041],0,1,[],1,0
231042,紫金筒靴生成器(绿),32107,32108,230023.png,2,13,[231042],0,1,[],1,0
231043,紫金筒靴生成器(蓝),32107,32108,230023.png,3,13,[231043],0,1,[],1,0
231044,紫金筒靴生成器(紫),32107,32108,230023.png,4,13,[231044],0,1,[],1,0
231045,启示法靴生成器(白),32109,32110,230052.png,1,13,[231045],0,1,[],1,0
231046,启示法靴生成器(绿),32109,32110,230052.png,2,13,[231046],0,1,[],1,0
231047,启示法靴生成器(蓝),32109,32110,230052.png,3,13,[231047],0,1,[],1,0
231048,启示法靴生成器(紫),32109,32110,230052.png,4,13,[231048],0,1,[],1,0
231049,烈日软靴生成器(白),32111,32112,230039.png,1,13,[231049],0,1,[],1,0
231050,烈日软靴生成器(绿),32111,32112,230039.png,2,13,[231050],0,1,[],1,0
231051,烈日软靴生成器(蓝),32111,32112,230039.png,3,13,[231051],0,1,[],1,0
231052,烈日软靴生成器(紫),32111,32112,230039.png,4,13,[231052],0,1,[],1,0
231053,誓言战靴生成器(白),32157,32158,230050.png,1,13,[231053],0,1,[],1,0
231054,誓言战靴生成器(绿),32157,32158,230050.png,2,13,[231054],0,1,[],1,0
231055,誓言战靴生成器(蓝),32157,32158,230050.png,3,13,[231055],0,1,[],1,0
231056,誓言战靴生成器(紫),32157,32158,230050.png,4,13,[231056],0,1,[],1,0
231061,专注胫甲生成器(白),32161,32162,230022.png,1,13,[231061],0,1,[],1,0
231062,专注胫甲生成器(绿),32161,32162,230022.png,2,13,[231062],0,1,[],1,0
231063,专注胫甲生成器(蓝),32161,32162,230022.png,3,13,[231063],0,1,[],1,0
231064,专注胫甲生成器(紫),32161,32162,230022.png,4,13,[231064],0,1,[],1,0
231065,夜行筒靴生成器(白),32163,32164,230051.png,1,13,[231065],0,1,[],1,0
231066,夜行筒靴生成器(绿),32163,32164,230051.png,2,13,[231066],0,1,[],1,0
