掉落规则ID,单次掉落种类数量,可否暴击,可否重复,额外掉落,玩家经验,金币,钻石,竞技币,能量碎片,公会贡献,抽卡券,掉落1ID,掉落1概率,掉落1数量,掉落2ID,掉落2概率,掉落2数量,掉落3ID,掉落3概率,掉落3数量,掉落4ID,掉落4概率,掉落4数量,掉落5ID,掉落5概率,掉落5数量,掉落6ID,掉落6概率,掉落6数量,掉落7ID,掉落7概率,掉落7数量,掉落8ID,掉落8概率,掉落8数量,掉落9ID,掉落9概率,掉落9数量,掉落10ID,掉落10概率,掉落10数量,掉落11ID,掉落11概率,掉落11数量,掉落12ID,掉落12概率,掉落12数量,掉落13ID,掉落13概率,掉落13数量,掉落14ID,掉落14概率,掉落14数量,掉落15ID,掉落15概率,掉落15数量,掉落16ID,掉落16概率,掉落16数量,掉落17ID,掉落17概率,掉落17数量,掉落18ID,掉落18概率,掉落18数量,掉落19ID,掉落19概率,掉落19数量,掉落20ID,掉落20概率,掉落20数量,掉落21ID,掉落21概率,掉落21数量,掉落22ID,掉落22概率,掉落22数量,掉落23ID,掉落23概率,掉落23数量,掉落24ID,掉落24概率,掉落24数量,掉落25ID,掉落25概率,掉落25数量,掉落26ID,掉落26概率,掉落26数量,掉落27ID,掉落27概率,掉落27数量,掉落28ID,掉落28概率,掉落28数量,掉落29ID,掉落29概率,掉落29数量,掉落30ID,掉落30概率,掉落30数量
54014,[4+4],0,1,,[7+50+50],[1+11600+17400],,,,,,100001,2500,[14+15],100005,1600,[8+9],100004,900,[5+7],100006,300,[4+5],100007,150,[1+3],253,1250,[7+7],50029,78,[13+14],50031,78,[13+14],50001,78,[13+14],50002,78,[13+14],50023,78,[13+14],50022,78,[13+14],50025,78,[13+14],50030,78,[13+14],50003,76,[13+14],50033,70,[13+14],50009,70,[13+14],50016,70,[13+14],50036,70,[13+14],50008,70,[13+14],50024,70,[13+14],50032,70,[13+14],50043,70,[13+14],50040,70,[13+14],50028,263,[5+5],50018,263,[5+5],50042,262,[5+5],50044,262,[5+5],50034,425,[2+2],50007,425,[2+2]
54101,[2+2],0,1,,[7+15+15],[1+580+870],,,,,,100003,2250,[5+5],100002,3250,[3+3],100001,1000,[1+2],253,1000,[1+2],50029,284,[1+2],50031,277,[1+2],50001,277,[1+2],50002,277,[1+2],50023,277,[1+2],50022,277,[1+2],50025,277,[1+2],50030,277,[1+2],50003,277,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54102,[3+3],0,1,,[7+25+25],[1+1160+1740],,,,,,100003,1650,[7+7],100002,2600,[4+5],100001,750,[3+3],100005,300,[1+2],100004,50,[1+2],253,1350,[1+2],50029,124,[2+3],50031,122,[2+3],50001,122,[2+3],50002,122,[2+3],50023,122,[2+3],50022,122,[2+3],50025,122,[2+3],50030,122,[2+3],50003,122,[2+3],50033,275,[2+3],50009,275,[2+3],50016,275,[2+3],50036,275,[2+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,,,,,,,
54103,[3+3],0,1,,[7+40+40],[1+2465+3335],,,,,,100002,3250,[7+7],100001,1500,[3+4],100005,500,[1+2],100004,250,[1+2],100006,100,[1+2],253,1100,[5+5],50029,78,[5+5],50031,78,[5+5],50001,78,[5+5],50002,78,[5+5],50023,78,[5+5],50022,78,[5+5],50025,78,[5+5],50030,78,[5+5],50003,76,[5+5],50033,70,[5+5],50009,70,[5+5],50016,70,[5+5],50036,70,[5+5],50008,70,[5+5],50024,70,[5+5],50032,70,[5+5],50043,70,[5+5],50040,70,[5+5],50004,263,[3+3],50017,263,[3+3],50006,262,[3+3],50027,262,[3+3],50037,425,[1+1],50026,425,[1+1]
54104,[4+4],0,1,,[7+50+50],[1+11600+17400],,,,,,100001,1500,[14+15],100005,2350,[11+12],100004,1000,[5+7],100006,400,[4+5],100007,200,[1+3],253,1250,[7+7],50029,78,[13+14],50031,78,[13+14],50001,78,[13+14],50002,78,[13+14],50023,78,[13+14],50022,78,[13+14],50025,78,[13+14],50030,78,[13+14],50003,76,[13+14],50033,70,[13+14],50009,70,[13+14],50016,70,[13+14],50036,70,[13+14],50008,70,[13+14],50024,70,[13+14],50032,70,[13+14],50043,70,[13+14],50040,70,[13+14],50004,263,[5+5],50017,263,[5+5],50006,262,[5+5],50027,262,[5+5],50037,425,[2+2],50026,425,[2+2]
54112,[3+3],0,1,,[7+25+25],[1+1160+1740],,,,,,100003,1650,[7+7],100002,2600,[4+5],100001,750,[3+3],100005,300,[1+2],100004,50,[1+2],253,1350,[1+2],50029,124,[2+3],50031,122,[2+3],50001,122,[2+3],50002,122,[2+3],50023,122,[2+3],50022,122,[2+3],50025,122,[2+3],50030,122,[2+3],50003,122,[2+3],50008,220,[2+3],50024,220,[2+3],50032,220,[2+3],50040,220,[2+3],50043,220,[2+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,,,,
54113,[3+3],0,1,,[7+40+40],[1+2465+3335],,,,,,100002,3250,[7+7],100001,1500,[3+4],100005,500,[1+2],100004,250,[1+2],100006,100,[1+2],253,1100,[5+5],50029,78,[5+5],50031,78,[5+5],50001,78,[5+5],50002,78,[5+5],50023,78,[5+5],50022,78,[5+5],50025,78,[5+5],50030,78,[5+5],50003,76,[5+5],50033,70,[5+5],50009,70,[5+5],50016,70,[5+5],50036,70,[5+5],50008,70,[5+5],50024,70,[5+5],50032,70,[5+5],50043,70,[5+5],50040,70,[5+5],50028,263,[3+3],50018,263,[3+3],50042,262,[3+3],50044,262,[3+3],50034,425,[1+1],50007,425,[1+1]
54114,[4+4],0,1,,[7+50+50],[1+11600+17400],,,,,,100001,1500,[14+15],100005,2350,[11+12],100004,1000,[5+7],100006,400,[4+5],100007,200,[1+3],253,1250,[7+7],50029,78,[13+14],50031,78,[13+14],50001,78,[13+14],50002,78,[13+14],50023,78,[13+14],50022,78,[13+14],50025,78,[13+14],50030,78,[13+14],50003,76,[13+14],50033,70,[13+14],50009,70,[13+14],50016,70,[13+14],50036,70,[13+14],50008,70,[13+14],50024,70,[13+14],50032,70,[13+14],50043,70,[13+14],50040,70,[13+14],50028,263,[5+5],50018,263,[5+5],50042,262,[5+5],50044,262,[5+5],50034,425,[2+2],50007,425,[2+2]
54201,[2+2],0,1,,[7+15+15],[1+580+870],,,,,,100003,1000,[5+5],100002,3500,[3+3],100001,2000,[1+2],253,1000,[1+2],50029,284,[1+2],50031,277,[1+2],50001,277,[1+2],50002,277,[1+2],50023,277,[1+2],50022,277,[1+2],50025,277,[1+2],50030,277,[1+2],50003,277,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54202,[3+3],0,1,,[7+25+25],[1+1160+1740],,,,,,100003,800,[7+7],100002,2400,[4+5],100001,1500,[3+3],100005,500,[1+2],100004,150,[1+2],253,1350,[1+2],50029,124,[2+3],50031,122,[2+3],50001,122,[2+3],50002,122,[2+3],50023,122,[2+3],50022,122,[2+3],50025,122,[2+3],50030,122,[2+3],50003,122,[2+3],50033,275,[2+3],50009,275,[2+3],50016,275,[2+3],50036,275,[2+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,,,,,,,
54203,[3+3],0,1,,[7+40+40],[1+2465+3335],,,,,,100002,1500,[7+7],100001,2500,[4+5],100005,1000,[1+2],100004,400,[1+2],100006,200,[1+2],253,1100,[5+5],50029,78,[5+5],50031,78,[5+5],50001,78,[5+5],50002,78,[5+5],50023,78,[5+5],50022,78,[5+5],50025,78,[5+5],50030,78,[5+5],50003,76,[5+5],50033,70,[5+5],50009,70,[5+5],50016,70,[5+5],50036,70,[5+5],50008,70,[5+5],50024,70,[5+5],50032,70,[5+5],50043,70,[5+5],50040,70,[5+5],50004,263,[3+3],50017,263,[3+3],50006,262,[3+3],50027,262,[3+3],50037,425,[1+1],50026,425,[1+1]
54204,[4+4],0,1,,[7+50+50],[1+11600+17400],,,,,,100001,750,[14+15],100005,2000,[14+15],100004,1500,[7+7],100006,800,[4+5],100007,400,[1+3],253,1250,[7+7],50029,78,[13+14],50031,78,[13+14],50001,78,[13+14],50002,78,[13+14],50023,78,[13+14],50022,78,[13+14],50025,78,[13+14],50030,78,[13+14],50003,76,[13+14],50033,70,[13+14],50009,70,[13+14],50016,70,[13+14],50036,70,[13+14],50008,70,[13+14],50024,70,[13+14],50032,70,[13+14],50043,70,[13+14],50040,70,[13+14],50004,263,[5+5],50017,263,[5+5],50006,262,[5+5],50027,262,[5+5],50037,425,[2+2],50026,425,[2+2]
54212,[3+3],0,1,,[7+25+25],[1+1160+1740],,,,,,100003,800,[7+7],100002,2400,[4+5],100001,1500,[3+3],100005,500,[1+2],100004,150,[1+2],253,1350,[1+2],50029,124,[2+3],50031,122,[2+3],50001,122,[2+3],50002,122,[2+3],50023,122,[2+3],50022,122,[2+3],50025,122,[2+3],50030,122,[2+3],50003,122,[2+3],50008,220,[2+3],50024,220,[2+3],50032,220,[2+3],50040,220,[2+3],50043,220,[2+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,,,,
54213,[3+3],0,1,,[7+40+40],[1+2465+3335],,,,,,100002,1500,[7+7],100001,2500,[4+5],100005,1000,[1+2],100004,400,[1+2],100006,200,[1+2],253,1100,[5+5],50029,78,[5+5],50031,78,[5+5],50001,78,[5+5],50002,78,[5+5],50023,78,[5+5],50022,78,[5+5],50025,78,[5+5],50030,78,[5+5],50003,76,[5+5],50033,70,[5+5],50009,70,[5+5],50016,70,[5+5],50036,70,[5+5],50008,70,[5+5],50024,70,[5+5],50032,70,[5+5],50043,70,[5+5],50040,70,[5+5],50028,263,[3+3],50018,263,[3+3],50042,262,[3+3],50044,262,[3+3],50034,425,[1+1],50007,425,[1+1]
54214,[4+4],0,1,,[7+50+50],[1+11600+17400],,,,,,100001,750,[14+15],100005,2000,[14+15],100004,1500,[7+7],100006,800,[4+5],100007,400,[1+3],253,1250,[7+7],50029,78,[13+14],50031,78,[13+14],50001,78,[13+14],50002,78,[13+14],50023,78,[13+14],50022,78,[13+14],50025,78,[13+14],50030,78,[13+14],50003,76,[13+14],50033,70,[13+14],50009,70,[13+14],50016,70,[13+14],50036,70,[13+14],50008,70,[13+14],50024,70,[13+14],50032,70,[13+14],50043,70,[13+14],50040,70,[13+14],50028,263,[5+5],50018,263,[5+5],50042,262,[5+5],50044,262,[5+5],50034,425,[2+2],50007,425,[2+2]
54301,[2+2],0,1,,[7+15+15],[1+640+960],,,,,,100003,1000,[5+5],100002,3500,[3+3],100001,2000,[1+2],253,1000,[1+2],50029,284,[1+2],50031,277,[1+2],50001,277,[1+2],50002,277,[1+2],50023,277,[1+2],50022,277,[1+2],50025,277,[1+2],50030,277,[1+2],50003,277,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54302,[3+3],0,1,,[7+25+25],[1+1280+1920],,,,,,100003,100,[7+7],100002,1000,[4+5],100001,2950,[3+3],100005,1000,[1+2],100004,300,[1+2],253,1350,[1+2],50029,124,[2+3],50031,122,[2+3],50001,122,[2+3],50002,122,[2+3],50023,122,[2+3],50022,122,[2+3],50025,122,[2+3],50030,122,[2+3],50003,122,[2+3],50033,275,[2+3],50009,275,[2+3],50016,275,[2+3],50036,275,[2+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,,,,,,,
54303,[3+3],0,1,,[7+40+40],[1+2720+3680],,,,,,100002,750,[7+7],100001,2150,[5+5],100005,1500,[2+2],100004,800,[1+2],100006,400,[1+2],253,1100,[5+5],50029,78,[5+5],50031,78,[5+5],50001,78,[5+5],50002,78,[5+5],50023,78,[5+5],50022,78,[5+5],50025,78,[5+5],50030,78,[5+5],50003,76,[5+5],50033,70,[5+5],50009,70,[5+5],50016,70,[5+5],50036,70,[5+5],50008,70,[5+5],50024,70,[5+5],50032,70,[5+5],50043,70,[5+5],50040,70,[5+5],50004,263,[3+3],50017,263,[3+3],50006,262,[3+3],50027,262,[3+3],50037,425,[1+1],50026,425,[1+1]
54304,[4+4],0,1,,[7+50+50],[1+12800+19200],,,,,,100001,250,[14+15],100005,1700,[14+15],100004,2000,[8+10],100006,1000,[5+7],100007,500,[3+3],253,1250,[7+7],50029,78,[13+14],50031,78,[13+14],50001,78,[13+14],50002,78,[13+14],50023,78,[13+14],50022,78,[13+14],50025,78,[13+14],50030,78,[13+14],50003,76,[13+14],50033,70,[13+14],50009,70,[13+14],50016,70,[13+14],50036,70,[13+14],50008,70,[13+14],50024,70,[13+14],50032,70,[13+14],50043,70,[13+14],50040,70,[13+14],50004,263,[5+5],50017,263,[5+5],50006,262,[5+5],50027,262,[5+5],50037,425,[2+2],50026,425,[2+2]
54312,[3+3],0,1,,[7+25+25],[1+1280+1920],,,,,,100003,100,[7+7],100002,1000,[4+5],100001,2950,[3+3],100005,1000,[1+2],100004,300,[1+2],253,1350,[1+2],50029,124,[2+3],50031,122,[2+3],50001,122,[2+3],50002,122,[2+3],50023,122,[2+3],50022,122,[2+3],50025,122,[2+3],50030,122,[2+3],50003,122,[2+3],50008,220,[2+3],50024,220,[2+3],50032,220,[2+3],50040,220,[2+3],50043,220,[2+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,,,,
54313,[3+3],0,1,,[7+40+40],[1+2720+3680],,,,,,100002,750,[7+7],100001,2150,[5+5],100005,1500,[2+2],100004,800,[1+2],100006,400,[1+2],253,1100,[5+5],50029,78,[5+5],50031,78,[5+5],50001,78,[5+5],50002,78,[5+5],50023,78,[5+5],50022,78,[5+5],50025,78,[5+5],50030,78,[5+5],50003,76,[5+5],50033,70,[5+5],50009,70,[5+5],50016,70,[5+5],50036,70,[5+5],50008,70,[5+5],50024,70,[5+5],50032,70,[5+5],50043,70,[5+5],50040,70,[5+5],50028,263,[3+3],50018,263,[3+3],50042,262,[3+3],50044,262,[3+3],50034,425,[1+1],50007,425,[1+1]
54314,[4+4],0,1,,[7+50+50],[1+12800+19200],,,,,,100001,250,[14+15],100005,1700,[14+15],100004,2000,[8+10],100006,1000,[5+7],100007,500,[3+3],253,1250,[7+7],50029,78,[13+14],50031,78,[13+14],50001,78,[13+14],50002,78,[13+14],50023,78,[13+14],50022,78,[13+14],50025,78,[13+14],50030,78,[13+14],50003,76,[13+14],50033,70,[13+14],50009,70,[13+14],50016,70,[13+14],50036,70,[13+14],50008,70,[13+14],50024,70,[13+14],50032,70,[13+14],50043,70,[13+14],50040,70,[13+14],50028,263,[5+5],50018,263,[5+5],50042,262,[5+5],50044,262,[5+5],50034,425,[2+2],50007,425,[2+2]
55001,[2+2],0,1,,[7+15+15],[1+640+960],,,,,,100003,4500,[5+6],100002,1500,[3+3],100001,500,[1+2],253,1000,[2+2],50029,284,[1+2],50031,277,[1+2],50001,277,[1+2],50002,277,[1+2],50023,277,[1+2],50022,277,[1+2],50025,277,[1+2],50030,277,[1+2],50003,277,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55002,[3+3],0,1,,[7+25+25],[1+1280+1920],,,,,,100003,3300,[8+8],100002,1300,[5+5],100001,500,[3+3],100005,200,[1+2],100004,50,[1+2],253,1350,[2+2],50029,124,[2+3],50031,122,[2+3],50001,122,[2+3],50002,122,[2+3],50023,122,[2+3],50022,122,[2+3],50025,122,[2+3],50030,122,[2+3],50003,122,[2+3],50033,185,[2+3],50009,183,[2+3],50016,183,[2+3],50036,183,[2+3],50008,183,[2+3],50043,183,[2+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,
55003,[3+3],0,1,,[7+40+40],[1+2720+3680],,,,,,100002,4350,[8+8],100001,750,[4+4],100005,300,[1+2],100004,150,[1+2],100006,50,[1+2],253,1100,[6+6],50029,78,[5+6],50031,78,[5+6],50001,78,[5+6],50002,78,[5+6],50023,78,[5+6],50022,78,[5+6],50025,78,[5+6],50030,78,[5+6],50003,76,[5+6],50033,140,[5+6],50009,140,[5+6],50016,140,[5+6],50036,140,[5+6],50008,140,[5+6],50004,263,[3+4],50017,263,[3+4],50006,262,[3+4],50042,262,[3+4],50037,170,[1+2],50026,170,[1+2],50034,170,[1+2],50007,170,[1+2],50041,170,[1+2],,,
55004,[4+4],0,1,,[7+50+50],[1+12800+19200],,,,,,100001,2500,[15+17],100005,1600,[9+10],100004,900,[6+7],100006,300,[5+5],100007,150,[2+3],253,1250,[8+8],50029,78,[14+15],50031,78,[14+15],50001,78,[14+15],50002,78,[14+15],50023,78,[14+15],50022,78,[14+15],50025,78,[14+15],50030,78,[14+15],50003,76,[14+15],50033,140,[14+15],50009,140,[14+15],50016,140,[14+15],50036,140,[14+15],50008,140,[14+15],50004,263,[5+6],50017,263,[5+6],50006,262,[5+6],50042,262,[5+6],50037,170,[2+3],50026,170,[2+3],50034,170,[2+3],50007,170,[2+3],50041,170,[2+3],,,
55012,[3+3],0,1,,[7+25+25],[1+1280+1920],,,,,,100003,3300,[8+8],100002,1300,[5+5],100001,500,[3+3],100005,200,[1+2],100004,50,[1+2],253,1350,[2+2],50029,124,[2+3],50031,122,[2+3],50001,122,[2+3],50002,122,[2+3],50023,122,[2+3],50022,122,[2+3],50025,122,[2+3],50030,122,[2+3],50003,122,[2+3],50024,220,[2+3],50032,220,[2+3],50040,220,[2+3],50035,220,[2+3],50015,220,[2+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,,,,
55013,[3+3],0,1,,[7+40+40],[1+2720+3680],,,,,,100002,4350,[8+8],100001,750,[4+4],100005,300,[1+2],100004,150,[1+2],100006,50,[1+2],253,1100,[6+6],50029,78,[5+6],50031,78,[5+6],50001,78,[5+6],50002,78,[5+6],50023,78,[5+6],50022,78,[5+6],50025,78,[5+6],50030,78,[5+6],50003,76,[5+6],50024,117,[5+6],50032,117,[5+6],50040,117,[5+6],50035,117,[5+6],50015,116,[5+6],50043,116,[5+6],50027,263,[3+4],50028,263,[3+4],50018,262,[3+4],50044,262,[3+4],50037,170,[1+2],50026,170,[1+2],50034,170,[1+2],50007,170,[1+2],50041,170,[1+2]
55014,[4+4],0,1,,[7+50+50],[1+12800+19200],,,,,,100001,2500,[15+17],100005,1600,[9+10],100004,900,[6+7],100006,300,[5+5],100007,150,[2+3],253,1250,[8+8],50029,78,[14+15],50031,78,[14+15],50001,78,[14+15],50002,78,[14+15],50023,78,[14+15],50022,78,[14+15],50025,78,[14+15],50030,78,[14+15],50003,76,[14+15],50024,117,[14+15],50032,117,[14+15],50040,117,[14+15],50035,117,[14+15],50015,116,[14+15],50043,116,[14+15],50027,263,[5+6],50028,263,[5+6],50018,262,[5+6],50044,262,[5+6],50037,170,[2+3],50026,170,[2+3],50034,170,[2+3],50007,170,[2+3],50041,170,[2+3]
55101,[2+2],0,1,,[7+15+15],[1+640+960],,,,,,100003,2250,[5+6],100002,3250,[3+3],100001,1000,[1+2],253,1000,[2+2],50029,284,[1+2],50031,277,[1+2],50001,277,[1+2],50002,277,[1+2],50023,277,[1+2],50022,277,[1+2],50025,277,[1+2],50030,277,[1+2],50003,277,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55102,[3+3],0,1,,[7+25+25],[1+1280+1920],,,,,,100003,1650,[8+8],100002,2600,[5+5],100001,750,[3+3],100005,300,[1+2],100004,50,[1+2],253,1350,[2+2],50029,124,[2+3],50031,122,[2+3],50001,122,[2+3],50002,122,[2+3],50023,122,[2+3],50022,122,[2+3],50025,122,[2+3],50030,122,[2+3],50003,122,[2+3],50033,185,[2+3],50009,183,[2+3],50016,183,[2+3],50036,183,[2+3],50008,183,[2+3],50043,183,[2+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,
55103,[3+3],0,1,,[7+40+40],[1+2720+3680],,,,,,100002,3250,[8+8],100001,1500,[4+4],100005,500,[1+2],100004,250,[1+2],100006,100,[1+2],253,1100,[6+6],50029,78,[5+6],50031,78,[5+6],50001,78,[5+6],50002,78,[5+6],50023,78,[5+6],50022,78,[5+6],50025,78,[5+6],50030,78,[5+6],50003,76,[5+6],50033,140,[5+6],50009,140,[5+6],50016,140,[5+6],50036,140,[5+6],50008,140,[5+6],50004,263,[3+4],50017,263,[3+4],50006,262,[3+4],50042,262,[3+4],50037,170,[1+2],50026,170,[1+2],50034,170,[1+2],50007,170,[1+2],50041,170,[1+2],,,
55104,[4+4],0,1,,[7+50+50],[1+12800+19200],,,,,,100001,1500,[15+17],100005,2350,[12+14],100004,1000,[6+7],100006,400,[5+5],100007,200,[2+3],253,1250,[8+8],50029,78,[14+15],50031,78,[14+15],50001,78,[14+15],50002,78,[14+15],50023,78,[14+15],50022,78,[14+15],50025,78,[14+15],50030,78,[14+15],50003,76,[14+15],50033,140,[14+15],50009,140,[14+15],50016,140,[14+15],50036,140,[14+15],50008,140,[14+15],50004,263,[5+6],50017,263,[5+6],50006,262,[5+6],50042,262,[5+6],50037,170,[2+3],50026,170,[2+3],50034,170,[2+3],50007,170,[2+3],50041,170,[2+3],,,
55112,[3+3],0,1,,[7+25+25],[1+1280+1920],,,,,,100003,1650,[8+8],100002,2600,[5+5],100001,750,[3+3],100005,300,[1+2],100004,50,[1+2],253,1350,[2+2],50029,124,[2+3],50031,122,[2+3],50001,122,[2+3],50002,122,[2+3],50023,122,[2+3],50022,122,[2+3],50025,122,[2+3],50030,122,[2+3],50003,122,[2+3],50024,220,[2+3],50032,220,[2+3],50040,220,[2+3],50035,220,[2+3],50015,220,[2+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,,,,
55113,[3+3],0,1,,[7+40+40],[1+2720+3680],,,,,,100002,3250,[8+8],100001,1500,[4+4],100005,500,[1+2],100004,250,[1+2],100006,100,[1+2],253,1100,[6+6],50029,78,[5+6],50031,78,[5+6],50001,78,[5+6],50002,78,[5+6],50023,78,[5+6],50022,78,[5+6],50025,78,[5+6],50030,78,[5+6],50003,76,[5+6],50024,117,[5+6],50032,117,[5+6],50040,117,[5+6],50035,117,[5+6],50015,116,[5+6],50043,116,[5+6],50027,263,[3+4],50028,263,[3+4],50018,262,[3+4],50044,262,[3+4],50037,170,[1+2],50026,170,[1+2],50034,170,[1+2],50007,170,[1+2],50041,170,[1+2]
55114,[4+4],0,1,,[7+50+50],[1+12800+19200],,,,,,100001,1500,[15+17],100005,2350,[12+14],100004,1000,[6+7],100006,400,[5+5],100007,200,[2+3],253,1250,[8+8],50029,78,[14+15],50031,78,[14+15],50001,78,[14+15],50002,78,[14+15],50023,78,[14+15],50022,78,[14+15],50025,78,[14+15],50030,78,[14+15],50003,76,[14+15],50024,117,[14+15],50032,117,[14+15],50040,117,[14+15],50035,117,[14+15],50015,116,[14+15],50043,116,[14+15],50027,263,[5+6],50028,263,[5+6],50018,262,[5+6],50044,262,[5+6],50037,170,[2+3],50026,170,[2+3],50034,170,[2+3],50007,170,[2+3],50041,170,[2+3]
55201,[2+2],0,1,,[7+15+15],[1+640+960],,,,,,100003,1000,[5+6],100002,3500,[3+3],100001,2000,[1+2],253,1000,[2+2],50029,284,[1+2],50031,277,[1+2],50001,277,[1+2],50002,277,[1+2],50023,277,[1+2],50022,277,[1+2],50025,277,[1+2],50030,277,[1+2],50003,277,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55202,[3+3],0,1,,[7+25+25],[1+1280+1920],,,,,,100003,800,[8+8],100002,2400,[5+5],100001,1500,[3+3],100005,500,[1+2],100004,150,[1+2],253,1350,[2+2],50029,124,[2+3],50031,122,[2+3],50001,122,[2+3],50002,122,[2+3],50023,122,[2+3],50022,122,[2+3],50025,122,[2+3],50030,122,[2+3],50003,122,[2+3],50033,185,[2+3],50009,183,[2+3],50016,183,[2+3],50036,183,[2+3],50008,183,[2+3],50043,183,[2+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,
55203,[3+3],0,1,,[7+40+40],[1+2720+3680],,,,,,100002,1500,[8+8],100001,2500,[5+5],100005,1000,[1+2],100004,400,[1+2],100006,200,[1+2],253,1100,[6+6],50029,78,[5+6],50031,78,[5+6],50001,78,[5+6],50002,78,[5+6],50023,78,[5+6],50022,78,[5+6],50025,78,[5+6],50030,78,[5+6],50003,76,[5+6],50033,140,[5+6],50009,140,[5+6],50016,140,[5+6],50036,140,[5+6],50008,140,[5+6],50004,263,[3+4],50017,263,[3+4],50006,262,[3+4],50042,262,[3+4],50037,170,[1+2],50026,170,[1+2],50034,170,[1+2],50007,170,[1+2],50041,170,[1+2],,,
55204,[4+4],0,1,,[7+50+50],[1+12800+19200],,,,,,100001,750,[15+17],100005,2000,[15+17],100004,1500,[7+9],100006,800,[5+5],100007,400,[2+3],253,1250,[8+8],50029,78,[14+15],50031,78,[14+15],50001,78,[14+15],50002,78,[14+15],50023,78,[14+15],50022,78,[14+15],50025,78,[14+15],50030,78,[14+15],50003,76,[14+15],50033,140,[14+15],50009,140,[14+15],50016,140,[14+15],50036,140,[14+15],50008,140,[14+15],50004,263,[5+6],50017,263,[5+6],50006,262,[5+6],50042,262,[5+6],50037,170,[2+3],50026,170,[2+3],50034,170,[2+3],50007,170,[2+3],50041,170,[2+3],,,
55212,[3+3],0,1,,[7+25+25],[1+1280+1920],,,,,,100003,800,[8+8],100002,2400,[5+5],100001,1500,[3+3],100005,500,[1+2],100004,150,[1+2],253,1350,[2+2],50029,124,[2+3],50031,122,[2+3],50001,122,[2+3],50002,122,[2+3],50023,122,[2+3],50022,122,[2+3],50025,122,[2+3],50030,122,[2+3],50003,122,[2+3],50024,220,[2+3],50032,220,[2+3],50040,220,[2+3],50035,220,[2+3],50015,220,[2+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,,,,
55213,[3+3],0,1,,[7+40+40],[1+2720+3680],,,,,,100002,1500,[8+8],100001,2500,[5+5],100005,1000,[1+2],100004,400,[1+2],100006,200,[1+2],253,1100,[6+6],50029,78,[5+6],50031,78,[5+6],50001,78,[5+6],50002,78,[5+6],50023,78,[5+6],50022,78,[5+6],50025,78,[5+6],50030,78,[5+6],50003,76,[5+6],50024,117,[5+6],50032,117,[5+6],50040,117,[5+6],50035,117,[5+6],50015,116,[5+6],50043,116,[5+6],50027,263,[3+4],50028,263,[3+4],50018,262,[3+4],50044,262,[3+4],50037,170,[1+2],50026,170,[1+2],50034,170,[1+2],50007,170,[1+2],50041,170,[1+2]
