增益ID,描述,BUFF标识,层数,buff生命周期,回收添加新BUFF的条件,回收时添加的新buff_ID,Buff特效动画ID,buffUI表现ID,buff特效播放点,特效是否跟随移动,buff目标,首次生效时间,生效总次数,Buff触发类型,Buff触发类型参数,生效条件1,生效条件2,生效条件3,生效条件4,Buff生效时目标结算ID,Buff生效时对召唤师结算ID,Buff失效时目标结算ID,Buff失效时召唤师结算ID,是否加载技能
106101,回魂光环表现，给亡灵单位上标记,3,1,-1,0,[],[],0,3,1,106103,1,-1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],106102
106102,回魂标记,3,1,-1,0,[],[],0,3,1,106104,1,2,2,[1],Is_HasBuffTarget(),,,,[],[],[],[],106103
106103,前进维京盾-雪女,3,1,-1,0,[],[106101],0,1,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[105503],[105503],[105504],[105504],0
106201,黑暗深渊出现,3,1,7200,0,[106202+106203],[406003],0,3,1,-1,1,-1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],
106202,黑暗深渊循环（搜索己方单位打上亡语）,3,1,-1,0,[106205],[406001],0,3,1,106001,1,-1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],106004
106203,黑暗深渊循环（搜索敌方单位打上亡语）,3,1,-1,0,[],[],0,3,1,106003,1,-1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],106008
106204,前进-巫妖,3,1,-1,0,[],[106201],0,1,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[105503],[105503],[105504],[105504],0
106205,黑暗深渊消失,3,1,7200,0,[],[406004],0,3,1,0,1,-1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
106301,分裂标志Buff,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[5],,,,,[],[],[],[],0
106501,召唤生命之藤与标示,3,1,400,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],106503
106502,生命之藤Boss汲血,3,1,-1,0,[],[106804],0,3,1,-1,1,-1,1,[1000],Is_HasBuffTarget(),,,,[106502],[],[],[],0
106503,角色死亡联动生命之藤死亡,3,1,-1,0,[],[],0,3,1,106503,1,1,2,[],Is_HasBuffTarget(),,,,[106503],[],[],[],0
106504,生命之藤死亡解除角色负面状态与Buff,3,1,-1,0,[],[],0,3,1,106507,1,2,2,[],Is_HasBuffTarget(),,,,[106505+106506+106511],[],[],[],0
106505,召唤魔化之藤与标示,3,1,400,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],106504
106506,魔化之藤5S后转阵营,3,1,5000,0,[],[106804],0,3,1,-1,4800,1,1,[1],Is_HasBuffTarget(),,,,[106507+106511],[],[],[],0
106507,魔化之藤死亡解除角色负面状态与Buff,3,1,-1,0,[],[],0,3,1,106508,1,2,2,[],Is_HasBuffTarget(),,,,[106509+106511+106512],[],[],[],0
106508,角色死亡联动魔化之藤死亡,3,1,-1,0,[],[],0,3,1,106504,1,2,2,[],Is_HasBuffTarget(),,,,[106503],[],[],[],0
106509,示范生命之藤标志Buff永久,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],,,,,[],[],[],[],0
106510,示范魔化之藤标志Buff永久,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],,,,,[],[],[],[],0
106511,被缠绕单位无法被1搜索,3,1,-1,0,[],[],0,3,1,-1,0,1,1,[0],Is_HasBuffTarget(),,,,[43],[],[44],[],0
106512,生命之藤标示自己,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],,,,,[],[],[],[],0
106513,魔化之藤标示自己,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],,,,,[],[],[],[],0
,,,,,,,,,,,,,,,,,,,,,,,,
107101,持续嗜血标记,3,1,10000,0,[],[106901],0,1,1,-1,0,1,1,[5],Is_HasBuffTarget(),,,,[107101],[107101],[107102],[107102],0
107102,永久嗜血标记,3,1,-1,0,[],[106901],0,1,1,-1,0,1,1,[5],Is_HasBuffTarget(),,,,[107101],[107101],[107102],[107102],0
107103,计时BUFF,3,1,130000,0,[],[],0,3,1,-1,1,1,1,[5],,,,,[],[],[],[],0
107104,永久嗜血标记,3,1,-1,0,[],[405704],0,3,1,-1,0,-1,1,[1000],Is_HasBuffTarget(),,,,[107103],[],[],[],0
,,,,,,,,,,,,,,,,,,,,,,,,
107201,850位置关召唤牢笼牛头人,3,1,5000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*850*0),,,[],[],[],[],107204
107202,700位置召唤牢笼狼人,3,1,5000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*700*0),,,[],[],[],[],107205
107203,1000关召唤牢笼小鹿,3,1,5000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1000*0),,,[],[],[],[],107206
107204,牢笼消失释放牛头人,3,1,3000,0,[],[],0,1,1,-1,2000,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*850*0),,,[],[],[],[],107207
107205,牢笼消失释放狼人,3,1,6000,0,[],[],0,1,1,-1,4000,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*850*0),,,[],[],[],[],107208
107206,牢笼消失释放小鹿,3,1,9000,0,[],[],0,1,1,-1,6000,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*850*0),,,[],[],[],[],107209
107207,牢笼消失召唤传送门,3,1,3000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*850*0),,,[],[],[],[],107210
107208,牢笼完整状态受击抖动,1,1,-1,0,[],[],0,3,1,-1,5,-1,12,[2],Is_HasBuffTarget(),,,,[107209],[107209],[],[],107211
107209,牢笼受击多次进入半破损状态,1,1,-1,0,[],[],0,3,1,-1,5,1,12,[20],Is_HasBuffTarget(),,,,[],[],[],[],107212
107210,牢笼半破损状态受击抖动,1,1,-1,0,[],[],0,3,1,-1,5,-1,12,[2],Is_HasBuffTarget(),,,,[107209],[107209],[],[],107213
107211,牢笼受击多次进入破门状态,1,1,-1,0,[],[],0,3,1,-1,5,1,12,[20],Is_HasBuffTarget(),,,,[],[],[],[],107214
107212,牢笼破门后给BOSS加判定BUFF,3,1,-1,0,[],[],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
107213,404关BOSS召唤判定时间,1,1,3500,0,[107216],[],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
107214,405关BOSS召唤判定时间,1,1,6500,0,[107216],[],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
107215,406关BOSS召唤判定时间,1,1,9500,0,[107216],[],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
107216,BOSS召唤结束提示BUFF,1,1,2000,0,[],[],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
107217,牢笼标记BUFF,1,1,-1,0,[],[],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
107218,850位置关召唤牢笼,3,1,5000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*850*0),,,[],[],[],[],107217
107219,（404关）牢笼完整状态受击抖动,1,1,-1,0,[],[],0,3,1,-1,5,-1,12,[2],Is_HasBuffTarget(),,,,[],[],[],[],107211
107220,（404关）牢笼受击多次进入半破损状态,1,1,-1,0,[],[],0,3,1,-1,5,1,12,[10],Is_HasBuffTarget(),,,,[],[],[],[],107212
107221,（404关）牢笼半破损状态受击抖动,1,1,-1,0,[],[],0,3,1,-1,5,-1,12,[2],Is_HasBuffTarget(),,,,[],[],[],[],107213
107222,（404关）牢笼受击多次进入破门状态,1,1,-1,0,[],[],0,3,1,-1,5,1,12,[10],Is_HasBuffTarget(),,,,[],[],[],[],107214
107223,850位置关召唤牢笼,3,1,5000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*850*0),,,[],[],[],[],107218
107224,召唤牢笼石柱,3,1,5000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*450*0),,,[],[],[],[],107224
107225,牢笼破门后给石柱加判定BUFF,3,1,-1,0,[],[],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
107226,牢笼召唤物标记BUFF,3,1,-1,0,[],[],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
107227,牢笼召唤物表现BUFF,3,1,1400,0,[],[107402],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[107227],[107227],[107228],[107228],0
107228,牢笼召唤物结算buff,3,1,-1,0,[],[],0,3,1,107402,5,-1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],107228
107229,牢笼召唤物表现BUFF,3,1,1000,0,[],[],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[107229],[],[],[],0
,,,,,,,,,,,,,,,,,,,,,,,,
107501,圣盾术,3,1,6000,0,[],[5],0,2,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[107502],[107502],[107503],[107503],0
107502,圣盾术释放时回血,3,1,6000,0,[],[],0,3,1,-1,1,-1,1,[500],Is_HasBuffTarget(),,,,[107504],[107504],[],[],0
107503,物抗光环,3,1,-1,0,[],[107501],0,3,1,26,1,-1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],107503
107504,物抗光环对友军生效,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[107505],[107505],[],[],0
107505,鼓舞队友加速,3,1,3000,0,[],[64],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[107506],[107506],[107507],[107507],0
107506,407关召唤艾丽卡熊,3,1,100000,0,[],[],0,3,1,-1,90000,1,1,[5],Is_HasBuffTarget(),Is_BuffSkillReady(0*107505),Is_HasSkillPoint(1*900*0),,[],[],[],[],107505
107507,鼓舞队友无敌,3,1,4000,0,[],[11003],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[107508],[107508],[107509],[107509],0
107801,中毒减甲,2,1,5000,0,[],[100205],0,3,1,-1,1,-1,1,[1000],Is_HasBuffTarget(),,,,[107805],[107805],[107806],[107806],0
107802,百鬼夜行倒计时buff1,3,1,4000,0,[],[],0,3,1,-1,2600,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*-175*0),,,[],[],[],[],107805
107803,百鬼夜行倒计时buff2,3,1,4000,0,[],[],0,3,1,-1,2600,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*175*0),,,[],[],[],[],107806
107804,百鬼夜行倒计时buff3,3,1,4000,0,[],[],0,3,1,-1,2600,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*350*0),,,[],[],[],[],107807
107805,BOSS搜索怪物添加死亡掉水晶BUFF,3,1,-1,0,[],[],0,3,1,25,1000,-1,1,[5000],Is_HasBuffTarget(),Is_Random(80),,,[],[],[],[],107808
107806,怪物死亡掉落水晶,3,1,-1,0,[],[],0,3,1,3,1,1,2,[5],Is_HasBuffTarget(),,,,[107807],[107807],[],[],0
107807,百分之百暴击,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[107808],[107808],[107809],[107809],0
108001,瘟疫减速,2,1,4000,0,[],[40103],0,2,1,-1,1,1,1,[1000],Is_HasBuffTarget(),,,,[108003],[108003],[108004],[108004],0
108002,召唤瘟疫僵尸1,3,1,1000,0,[108003],[],0,1,1,-1,100,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*600*0),,,[],[],[],[],108005
108003,召唤瘟疫僵尸2,3,1,1000,0,[108004],[],0,1,1,-1,100,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*300*0),,,[],[],[],[],108005
108004,召唤瘟疫僵尸3,3,1,1000,0,[108005],[],0,1,1,-1,100,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1200*0),,,[],[],[],[],108005
108005,召唤瘟疫僵尸4,3,1,1000,0,[108006],[],0,1,1,-1,100,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*900*0),,,[],[],[],[],108005
108006,召唤瘟疫僵尸5,3,1,1000,0,[],[],0,1,1,-1,100,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1500*0),,,[],[],[],[],108005
108007,僵尸自带瘟疫,3,1,-1,0,[],[40103],0,2,1,108002,100,-1,1,[2000],Is_HasBuffTarget(),,,,[],[],[],[],108006
108008,瘟疫减速,2,1,4000,0,[],[],0,2,1,-1,1,1,1,[1000],Is_HasBuffTarget(),,,,[108005],[108005],[108006],[108006],0
108101,聚魂标记BUFF-自己,3,1,-1,0,[],[109901],0,3,1,108101,1,-1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],108101
108102,聚魂标记BUFF-对所有亡灵,3,1,-1,0,[],[],0,2,1,108102,1,1,2,[5],Is_HasBuffTarget(),,,,[108101],[108101],[],[],108202
,,,,,,,,,,,,,,,,,,,,,,,,
108201,死亡骑士读条BUFF标记,3,1,-1,0,[],[],0,0,0,-1,1,1,12,[1],Is_HasBuffTarget(),,,,[108201],[108201],[],[],0
108202,死亡骑士受到攻击回血,3,1,10000,0,[],[40701],0,2,1,-1,1,-1,12,[1],Is_HasBuffTarget(),,,,[108202],[108202],[],[],0
108204,召唤雪女,3,1,1000,0,[],[],0,3,1,-1,200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*500*0),,,[],[],[],[],108204
108205,召唤巫妖,3,1,1000,0,[],[],0,3,1,-1,200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*100*0),,,[],[],[],[],108205
108206,召唤吸血鬼,3,1,1000,0,[],[],0,3,1,-1,200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*350*0),,,[],[],[],[],108206
,,,,,,,,,,,,,,,,,,,,,,,,
108301,骨龙激光炮计时BUFF,3,1,-1,0,[],[],0,3,1,-1,30000,-1,1,[35000],Is_HasBuffTarget(),,,,[],[],[],[],108301
108303,激光炮最高伤害判定BUFF,3,1,-1,0,[],[],0,3,1,-1,1,1,12,[1],Is_HasBuffTarget(),,,,[],[],[],[],108302
108304,激光炮中等伤害判定BUFF,3,1,-1,0,[],[],0,3,1,-1,1,1,12,[1],Is_HasBuffTarget(),,,,[],[],[],[],108303
108305,激光炮最低伤害判定BUFF,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[],,,,,[],[],[],[],0
,,,,,,,,,,,,,,,,,,,,,,,,
108703,501关召唤栅栏（位置1）,3,1,2000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1050*0),,,[],[],[],[],108703
108704,501关召投石车（位置1）,3,1,2000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*900*0),,,[],[],[],[],108704
108705,501关召唤栅栏（位置2）,3,1,2000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*450*0),,,[],[],[],[],108705
108706,501关召投石车（位置2）,3,1,2000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*300*0),,,[],[],[],[],108706
108707,501关召唤栅栏（中间位置）,3,1,2000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*450*0),,,[],[],[],[],108703
108708,501关召投石车（中间位置）,3,1,2000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*300*0),,,[],[],[],[],108704
108801,狼人计时BUFF,3,1,120000,0,[],[],0,1,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
108803,友军狂暴,3,1,-1,0,[],[20003],0,1,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[108803],[108803],[108804],[108804],0
109001,石巨人释放锤地计时BUFF,3,1,10000,0,[109002],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
109002,石巨人释放锤地BUFF,3,1,-1,0,[109001],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
109003,石巨人召唤小石头人,3,1,5000,0,[],[],0,3,1,-1,1800,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*600*0),,,[],[],[],[],109002
109004,释放投石技能（近）,3,1,5000,0,[],[],0,3,1,-1,100,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1300*0),,,[],[],[],[],109001
109005,释放投石技能（中）,3,1,5000,0,[],[],0,3,1,-1,100,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*900*0),,,[],[],[],[],109003
109006,释放投石技能（远）,3,1,5000,0,[],[],0,3,1,-1,100,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*600*0),,,[],[],[],[],109004
109007,石巨人召唤小石头人计时BUFF,3,1,4000,0,[109008],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
109008,石巨人召唤小石头人BUFF,3,1,-1,0,[109007],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
109009,石巨人召唤小石头人（远）,3,1,5000,0,[],[],0,3,1,-1,3100,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1300*0),,,[],[],[],[],109005
109010,石巨人召唤小石头人（中）,3,1,5000,0,[],[],0,3,1,-1,2300,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*900*0),,,[],[],[],[],109006
109011,石巨人召唤小石头人（近）,3,1,5000,0,[],[],0,3,1,-1,1800,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*600*0),,,[],[],[],[],109007
109301,瘟疫之源-身体带毒,3,1,-1,0,[],[40103],0,3,1,109301,5,-1,1,[500],Is_HasBuffTarget(),,,,[],[],[],[],109305
109302,瘟疫之源生效,3,1,-1,0,[],[40107],0,3,1,-1,1,-1,1,[2000],Is_HasBuffTarget(),,,,[109303],[],[],[],0
109303,关卡毒雾表现（1）,3,1,-1,0,[],[109301],0,3,1,-1,1,-1,1,[2000],Is_HasBuffTarget(),,,,[],[],[],[],0
109304,关卡毒雾表现（2）,3,1,-1,0,[],[109302],0,3,1,-1,1,-1,1,[2000],Is_HasBuffTarget(),,,,[],[],[],[],0
109305,关卡毒雾表现（3）,3,1,-1,0,[],[109303],0,3,1,-1,1,-1,1,[2000],Is_HasBuffTarget(),,,,[],[],[],[],0
109306,关卡毒雾表现（4）,3,1,-1,0,[],[109304],0,3,1,-1,1,-1,1,[2000],Is_HasBuffTarget(),,,,[],[],[],[],0
109501,自然族青年自带流血,3,1,-1,0,[],[4],0,3,1,-1,1,-1,1,[2000],Is_HasBuffTarget(),,,,[109503],[109503],[],[],0
109502,敌人死亡自己回血BUFF,3,1,-1,0,[],[],0,3,1,109501,5,-1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],109509
109503,回血BUFF生效,3,1,-1,0,[],[],0,3,1,109502,1,1,2,[5],Is_HasBuffTarget(),,,,[],[109504],[],[],0
109504,计时进入移动状态,3,1,58000,0,[],[],0,3,1,-1,55000,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],109510
109601,释放AOE计时BUFF,3,1,40000,0,[109602],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
109602,释放AOE,3,1,-1,0,[109601],[],0,3,1,-1,1,1,12,[1],Is_HasBuffTarget(),,,,[],[],[],[],109603
109603,出生召唤陷阱1,3,1,10000,0,[],[],0,3,1,-1,4000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1000*0),,,[],[],[],[],109604
109604,出生召唤陷阱2,3,1,10000,0,[],[],0,3,1,-1,4000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*500*0),,,[],[],[],[],109605
109605,循环召唤第一个陷阱,3,1,30500,0,[],[],0,3,1,-1,30000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1000*0),,,[],[],[],[],109608
109606,循环召唤第二个陷阱,3,1,30500,0,[],[],0,3,1,-1,30000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*500*0),,,[],[],[],[],109609
109607,召唤一个幽灵,3,1,200,0,[],[],0,3,1,-1,1,1,2,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],109613
109608,陷阱导致死亡,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[109603],[109603],[],[],0
109901,恐惧光环,3,1,3500,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[109903],[109903],[109904],[109904],0
109902,恐惧光环表现,3,1,-1,0,[],[109901],0,3,1,109901,1,-1,1,[2000],Is_HasBuffTarget(),,,,[],[],[],[],109905
109903,回血盾,3,1,10000,0,[],[40701],0,2,1,-1,1800,-1,1,[1800],Is_HasBuffTarget(),,,,[109905],[109905],[],[],0
109904,盾受击BUFF,3,1,10000,0,[],[],0,2,1,-1,1,1,12,[1],Is_HasBuffTarget(),,,,[],[],[],[],109908
109905,倒计时冲锋,3,1,120000,0,[],[],0,2,1,-1,180000,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
109907,灵魂冲击搜索单位,3,1,5000,0,[],[],0,3,1,13,1,-1,1,[200],Is_HasBuffTarget(),,,,[],[],[],[],109910
109908,灵魂冲击结算,3,1,1500,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[109911],[109911],[],[],0
109911,灵魂冲击增加攻击动作,3,1,3000,0,[],[],0,3,1,-1,1000,1,1,[1],Is_HasBuffTarget(),,,,[109910],[109910],[],[],109912
110101,召唤传送门,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*500*0),,,[],[],[],[],110104
110102,受击判定BUFF,3,1,-1,0,[],[],0,3,1,-1,1,1,12,[1],Is_HasBuffTarget(),,,,[],[],[],[],110105
110103,传送门召唤僵尸,3,1,6000,0,[110104],[],0,3,1,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],110106
110104,传送门召唤幽灵,3,1,6000,0,[110105],[],0,3,1,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],110107
110105,传送门召唤雪女,3,1,6000,0,[110106],[],0,3,1,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],110108
110106,传送门召唤屠夫,3,1,6000,0,[110103],[],0,3,1,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],110109
110108,血剑召唤幽灵,3,1,-1,0,[],[110109],0,1,1,-1,5,2,2,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],110111
,,,,,,,,,,,,,,,,,,,,,,,,
110504,圣盾术回血,3,1,6000,0,[],[],0,3,1,-1,1,-1,1,[1000],Is_HasBuffTarget(),,,,[110501],[110501],[],[],0
110505,圣盾术,3,1,8000,0,[],[11002],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[110502],[110502],[110503],[110503],0
110551,石像回血重生buff,3,1,-1,0,[],[],0,2,1,-1,0,1,1,[0],Is_HasBuffTarget(),,,,[110553],[110553],[110554],[110554],0
110556,兵营标志Buff永久,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],,,,,[],[],[],[],0
110555,能量回复,3,1,-1,0,[],[],0,2,1,-1,1,-1,1,[1200],Is_HasBuffTarget(),,,,[110555],[110555],[],[],0
110701,罗迪亚克庇护光环,3,1,-1,0,[],[36],0,3,1,110701,5,-1,1,[5000],Is_HasBuffTarget(),,,,[],[],[],[],110701
110702,庇护结算光环,3,1,-1,0,[],[],0,3,1,-1,5,1,1,[5000],Is_HasBuffTarget(),,,,[110701],[110701],[],[],
110703,圣光审判标示,3,1,9000,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[110705],[],[],0
110802,天使降临AOE,3,1,3500,0,[],[10904],0,3,1,110802,1,1,1,[5],Is_HasBuffTarget(),,,,[110803],[110803],[],[],0
110851,防御塔Lv2标记buff,3,1,-1,0,[],[],0,3,1,-1,0,0,1,[5],,,,,[],[],[],[],0
110901,牧师无敌,1,1,5000,0,[],[11003],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[110901],[110901],[110902],[110902],0
111101,60秒倒计时buff,3,1,60000,0,[111102],[],0,3,1,-1,0,1,1,[0],Is_HasBuffTarget(),,,,[],[],[],[],0
111102,魔剑士觉醒BUFF LV1,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[111102],[111102],[],[],0
111201,魔剑士觉醒BUFF LV1,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[111201],[111201],[],[],0
111202,技能魔抗BUFF,3,1,1000,0,[],[],0,0,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[111202],[111202],[],[],0
111301,双抗光环,3,1,-1,0,[],[38],0,3,1,111301,1,-1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],111302
111302,光环buff（目标）,3,1,-1,0,[],[],0,0,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[111301],[111301],[],[],0
111303,召唤盾妹1,3,1,-1,0,[],[],0,0,0,-1,8000,-1,1,[48000],Is_HasBuffTarget(),Is_HasSkillPoint(1*200*0),,,[],[],[],[],111303
111304,召唤盾妹2,3,1,-1,0,[],[],0,0,0,-1,8000,-1,1,[48000],Is_HasBuffTarget(),Is_HasSkillPoint(1*250*0),,,[],[],[],[],111304
111305,召唤盾妹3,3,1,-1,0,[],[],0,0,0,-1,8000,-1,1,[48000],Is_HasBuffTarget(),Is_HasSkillPoint(1*200*0),,,[],[],[],[],111305
111401,嗜血buff,3,1,-1,0,[],[111402],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[111401],[111401],[],[],0
111661,传送门召唤标示,3,1,15000,0,[],[],0,3,1,-1,5,1,1,[1000],,,,,[],[],[],[],0
111671,石像回血重生buff,3,1,-1,0,[],[],0,2,1,-1,0,1,1,[0],Is_HasBuffTarget(),,,,[111671],[111671],[111672],[111672],0
111672,加血命中特效,3,1,1000,0,[],[10903],0,3,1,-1,1,0,1,[5],,,,,[],[],[],[],0
111702,骷髅转化buff,3,1,-1,0,[],[],0,1,1,-1,200,1,2,[0],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],111703
111703,召唤三星骷髅将军,3,1,600000,0,[],[],0,0,0,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*300*0),,,[],[],[],[],111704
111711,召唤一星骷髅战士前,3,1,12000,0,[],[],0,0,0,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*300*0),,,[],[],[],[],111711
111712,召唤一星骷髅战士后,3,1,12000,0,[],[],0,0,0,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*150*0),,,[],[],[],[],111712
