技能ID,技能描述,技能释放类型,选位置施放技能范围,技能解锁类型,技能解锁参数,技能可否被打断,技能CD,默认技能CD百分比,技能消耗类型,技能消耗参数,技能循环次数,单次循环时间,对技能目标发射子弹序列,首次发射子弹时间,子弹序列内间隔时间,对技能目标添加Buff序列,对技能目标点发射子弹序列,首次发射子弹时间,子弹序列内间隔时间,在技能目标点召唤序列,子弹发射速率,技能名字语言包,技能消耗描述1,技能描述语言包,技能图标,状态跳转,技能消耗描述2,战斗技能图标
110108,传送门召唤雪女,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[],[],0,0,[301409],0,,,,,,,
110109,传送门召唤屠夫,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[],[],0,0,[301410],0,,,,,,,
110110,传送门召唤巫妖,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[],[],0,0,[301411],0,,,,,,,
110111,血剑召唤幽灵,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[],[],0,0,[301412],0,,,,,,,
110112,血剑召唤雪女,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[],[],0,0,[301413],0,,,,,,,
110113,血剑召唤屠夫,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[],[],0,0,[301414],0,,,,,,,
110502,召唤兵营1,0,0,0,0,0,5000,1,0,0,1,100,[],5,5,[],[],0,0,[301501],0,0,,0,,,,
110503,圣盾术（装备技能）,0,0,0,0,0,90000,1,0,0,1,1500,[110503],500,5,[110504+1],[],0,0,[],1,2010011,2010080,2010021,10000_Skill1_Icon.png,SkillStatus_33,,
110504,骑士普攻,0,0,0,0,1,0,0,0,0,1,1400,[11000],800,5,[],[],0,0,[],1,,,,,FightStatus_5,,
110551,兵营1-召唤小精灵,0,0,0,0,0,15000,0.75,0,0,1,500,[],0,5,[],[],0,0,[301528],1,,,,,,,
110552,兵营1-召唤火枪,0,0,0,0,0,15000,0.75,0,0,1,500,[],0,5,[],[],0,0,[301529],1,,,,,,,
110554,兵营2-召唤夜刃,0,0,0,0,0,15000,0.75,0,0,1,500,[],0,5,[],[],0,0,[301530],1,,,,,,,
110555,兵营2-召唤盗贼,0,0,0,0,0,15000,0.75,0,0,1,500,[],0,5,[],[],0,0,[301531],1,,,,,,,
110557,兵营3-召唤牛头人,0,0,0,0,0,15000,0.75,0,0,1,500,[],0,5,[],[],0,0,[301532],1,,,,,,,
110558,兵营3-召唤维京人,0,0,0,0,0,15000,0.75,0,0,1,500,[],0,5,[],[],0,0,[301533],1,,,,,,,
110601,召唤兵营2,0,0,0,0,0,5000,1,0,0,1,100,[],5,5,[],[],0,0,[301502],0,0,,0,,,,
110701,庇护光环,0,0,0,0,0,100,0,0,0,1,100,[],0,5,[110702+1],[],0,0,[],0,,,,,,,
110702,召唤兵营3,0,0,0,0,0,5000,1,0,0,1,100,[],5,5,[],[],0,0,[301503],0,0,,0,,,,
110703,圣光审判,0,0,0,0,0,25000,1,0,0,1,2350,[110703],1500,5,[],[],0,0,[],0,,,,,SkillStatus_32,,
110704,圣光审判（30秒CD）,0,0,0,0,0,60000,1,0,0,1,5000,[],0,5,[],[110704+110705+110706+110704+110705+110706+110704+110705+110706],3000,200,[],0,,,,,SkillStatus_33,,
110801,召唤防御塔（己方）,0,0,0,0,0,5000,1,0,0,1,100,[],5,5,[],[],0,0,[301504],0,0,,0,,,,
110802,天使降临战吼,0,0,0,0,0,3500,0,0,0,1,5,[110802],1,5,[],[],0,0,[],0,,,,,SkillStatus_32,,
110851,防御塔第一状态攻击,0,0,0,0,0,0,0,0,0,1,2000,[110851],500,5,[],[],0,0,[],1,,,,,,,
110852,防御塔第二状态攻击,0,0,0,0,0,0,0,0,0,1,2000,[110852],500,5,[],[],0,0,[],1,,,,,,,
110854,防御塔升级,0,0,0,0,0,60000,1,3,100,1,400,[],200,0,[],[],0,0,[],1,,,,,,,
110901,无敌,0,0,0,0,0,30000,0.6,0,0,1,5,[110901],1,5,[],[],0,0,[],0,,,,,,,
111001,加农炮,0,0,0,0,1,4000,1,0,0,1,3100,[],2300,5,[],[111001+111001],2300,5,[],1,0,0,0,0,SkillStatus_31,,
111002,召唤防御塔（己方）,0,0,0,0,0,360000,1,0,0,1,100,[],5,5,[],[],0,0,[301504],0,0,,0,,,,
111101,召唤防御塔（对方）,0,0,0,0,0,5000,1,0,0,1,100,[],5,5,[],[],0,0,[301506],0,0,,0,,,,
111102,攻击1（魔法）,0,0,0,0,1,0,1,0,0,1,1433,[111101],400,5,[],[],0,0,[],1,,,,,SkillStatus_41,,
111103,攻击1（物理）,0,0,0,0,1,0,1,0,0,1,1433,[111102],500,5,[],[],0,0,[],1,,,,,,,
111104,攻击2（魔法）,0,0,0,0,1,0,1,0,0,1,2500,[111101+111101+111101+111101],400,350,[],[],0,0,[],1,,,,,SkillStatus_42,,
111105,攻击2（物理）,0,0,0,0,1,0,1,0,0,1,2500,[111102+111102+111102+111102],500,350,[],[],0,0,[],1,,,,,,,
111201,魔剑LV1,0,0,0,0,1,0,1,0,0,1,500,[],5,5,[111201+1],[],0,0,[],1,2010511,,2010521,10500_Skill1_Icon.png,SkillStatus_33,,
111202,魔抗LV1,0,0,0,0,0,0,0,0,0,1,5,[],1,5,[111202+1],[],0,0,[],0,2010531,,2010541,10500_Skill2_Icon.png,,,
111301,召唤防御塔（对方）,0,0,0,0,0,5000,1,0,0,1,100,[],5,5,[],[],0,0,[301506],0,0,,0,,,,
111302,双抗光环,0,0,0,0,0,100,0,0,0,1,100,[],50,5,[111302+1],[],0,0,[],0,,,,,,,
111303,召唤盾妹1,0,0,0,0,0,0,0,0,0,1,0,[],0,0,[],[],0,0,[301508],0,0,0,0,0,SkillStatus_34,,
111304,召唤盾妹2,0,0,0,0,0,0,0,0,0,1,0,[],0,0,[],[],0,0,[301509],0,0,0,0,0,0,,
111305,召唤盾妹3,0,0,0,0,0,0,0,0,0,1,0,[],0,0,[],[],0,0,[301510],0,0,0,0,0,0,,
111401,添加嗜血buff,0,0,0,0,0,5000,1,0,0,1,2000,[111401],500,5,[],[],0,0,[],0,,,,,,,
111601,黑化冰法冰弹,0,0,0,0,0,8000,0,0,0,1,2500,[],0,5,[],[1101],1750,1,[],1,,,,,,,
111602,黑化冰法冰墙,0,0,0,0,0,16000,1,0,0,1,14000,[],0,5,[],[],0,0,[301511],1,,,,,,,
111603,黑化冰女暴风雪,0,0,0,0,0,43000,1,0,0,5,1000,[],0,5,[],[],0,100,[],0,,,,,,,
111604,黑化冰女召唤技能,0,0,0,0,0,20000,1,0,0,1,4200,[],0,5,[],[],0,0,[301512],1,,,,,,,
111610,血泉石像,0,0,0,0,0,5000,1,0,0,1,100,[],5,5,[],[],0,0,[301513],0,0,,0,,,,
111613,冰法暴风雪技能3+1,0,0,0,0,0,7900,1,0,0,5,1000,[],0,5,[],[1112+1113+1114+1115+1116+1117],350,100,[],0,,,,,,,
111614,冰法暴风雪技能3+2,0,0,0,0,0,7900,1,0,0,5,1000,[],0,5,[],[1122+1123+1124+1125+1126+1127],100,100,[],0,,,,,,,
111615,冰法暴风雪技能3+2,0,0,0,0,0,7900,1,0,0,5,1000,[],0,5,[],[1132+1133+1134+1135+1136+1137],300,100,[],0,,,,,,,
111616,冰法暴风雪技能3+2,0,0,0,0,0,7900,1,0,0,5,1000,[],0,5,[],[1142+1143+1144+1145+1146+1147],0,100,[],0,,,,,,,
111617,冰法暴风雪技能3,0,0,0,0,0,7900,1,1,0,5,1000,[],0,5,[],[1102+1103+1104+1105+1106+1107],0,100,[],0,,,,,,,
111652,巨冰碎裂结算,0,0,0,0,0,8000,1,0,0,1,8000,[111652],200,5,[],[],0,0,[],0,,,,,,,
111665,传送怪物-水人,0,0,0,0,0,10000,1,0,0,1,10000,[],0,5,[],[],0,0,[301534],0,,,,,,,
111666,传送怪物-嗜血狼人,0,0,0,0,0,10000,1,0,0,1,10000,[],0,5,[],[],0,0,[301535],0,,,,,,,
111671,血泉回血,0,0,0,0,0,1000,1,0,0,1,400,[111671],50,5,[],[],0,0,[],1,2010911,,2010921,10900_Skill1_Icon.png,,2010985,
111701,血泉石像,0,0,0,0,0,5000,1,0,0,1,100,[],5,5,[],[],0,0,[301513],0,0,,0,,,,
111702,骷髅转化,0,0,0,0,0,1000,1,0,0,1,1200,[],0,0,[111702+1],[],0,0,[],1,,,,,,,
111703,骷髅转化召唤,0,0,0,0,0,0,1,0,0,1,400,[],0,0,[],[],0,0,[301515],0,,,,,,,
111704,召唤三星骷髅将军,0,0,0,0,1,15000,1,4,100,1,2000,[111701+111702],0,0,[],[],0,0,[301516],0,2040411,,2040421,icon_heroskill_1001.png,,,
111705,骷髅召唤师普攻,0,0,0,0,1,0,0,0,0,1,1830,[111705],600,0,,[],0,0,[],1,,,,,SkillStatus_31,,
111711,召唤一星骷髅战士前,0,0,0,0,1,15000,1,4,100,1,2000,[111701+111702],0,0,[],[],0,0,[301517],0,2040411,,2040421,icon_heroskill_1001.png,,,
111712,召唤一星骷髅战士后,0,0,0,0,1,0,1,0,0,1,100,[],0,0,[],[],0,0,[301517],0,,,,,,,
111714,召唤二星骷髅战士前lv1,0,0,0,0,1,15000,1,4,100,1,2000,[111701+111702],0,0,[],[],0,0,[301519],0,2040411,,2040421,icon_heroskill_1001.png,,,
111715,召唤二星骷髅射手后,0,0,0,0,1,0,1,0,0,1,100,[],0,0,[],[],0,0,[301520],0,,,,,,,
111717,召唤二星骷髅战士后,0,0,0,0,1,15000,1,4,100,1,2000,[111701+111702],0,0,[],[],0,0,[301519],0,2040411,,2040421,icon_heroskill_1001.png,,,
111718,召唤二星骷髅射手前,0,0,0,0,1,0,1,0,0,1,100,[],0,0,[],[],0,0,[301520],0,,,,,,,
111800,死亡之盾,0,0,0,0,1,8000,0,0,0,1,1260,[],0,0,[111800+1],[],0,0,[],0,2040731,2040780,2040741,40700_Skill2_Icon.png,SkillStatus_34,,
111801,血泉石像,0,0,0,0,0,5000,1,0,0,1,100,[],5,5,[],[],0,0,[301513],0,0,,0,,,,
111802,死亡骑士普攻1,0,0,0,0,1,0,1,0,0,1,3060,[111802],650,0,[],[],0,0,[],1,,,,,SkillStatus_31,,
111803,死亡骑士普攻2,0,0,0,0,1,0,1,0,0,1,3060,[111803],1000,0,[],[],0,0,[],1,,,,,SkillStatus_32,,
111901,buff触发召唤骷髅长老,0,0,0,0,0,600000,1,0,0,1,2000,[],0,0,[],[],0,0,[301524],1,,,,,,,
111902,buff触发召唤死亡骑士,0,0,0,0,0,600000,1,0,0,1,2000,[],0,0,[],[],0,0,[301525],1,,,,,,,
111903,buff触发召唤蛛魔,0,0,0,0,0,600000,1,0,0,1,2000,[],0,0,[],[],0,0,[301526],1,,,,,,,
111904,buff触发召唤骨龙,0,0,0,0,0,600000,1,0,0,1,2000,[],0,0,[],[],0,0,[301527],1,,,7002401,40400_Skill1_Icon.png,,,
111905,地狱之焰,0,0,0,0,0,5000,0.6,0,0,1,2000,[111902],0,200,[],[],0,0,[],1,,,7202401,40800_Skill1_Icon.png,,,
112101,狼人普攻1,0,0,0,0,1,0,1,0,0,1,300,[112101],380,0,[],[],0,0,[],1,,,,,FightStatus_5,,
112102,狼人普攻2,0,0,0,0,1,0,1,0,0,1,500,[112102],200,0,[],[],0,0,[],1,,,,,,,
112103,召唤栅栏（位置1）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[408802],0,,,,,,,
112201,海巨人普攻,0,0,0,0,0,0,1,0,0,1,2900,[30801],1200,0,[],[],0,0,[],1,,,,,FightStatus_5,,
112202,飞锚,0,0,0,0,0,20000,1,0,0,1,3200,[112202],1200,0,[],[],0,0,[],1,,,,,SkillStatus_31,,
112203,召唤骷髅,0,0,0,0,0,8100,1,0,0,1,100,[],500,500,[],[],1,0,[301602],0,,,,,,,
112204,召唤骷髅弓箭手,0,0,0,0,0,8100,1,0,0,1,100,[],500,500,[],[],1,0,[301603],0,,,,,,,
112205,召唤骷髅木乃伊,0,0,0,0,0,8100,1,0,0,1,100,[],500,500,[],[],1,0,[301604],0,,,,,,,
112206,召唤幽灵,0,0,0,0,0,8100,1,0,0,1,100,[],500,500,[],[],1,0,[301605],0,,,,,,,
112207,召唤雪女,0,0,0,0,0,8100,1,0,0,1,100,[],500,500,[],[],1,0,[301606],0,,,,,,,
112208,召唤屠夫,0,0,0,0,0,8100,1,0,0,1,100,[],500,500,[],[],1,0,[301607],0,,,,,,,
112209,召唤召唤师,0,0,0,0,0,270000,1,0,0,1,100,[],0,0,[],[],0,0,[301601],1,,,,,,,
112210,召唤骷髅,0,0,0,0,0,8100,1,0,0,1,100,[],500,500,[],[],1,0,[301608],0,,,,,,,
112211,召唤骷髅弓箭手,0,0,0,0,0,8100,1,0,0,1,100,[],500,500,[],[],1,0,[301609],0,,,,,,,
112212,死灵召唤师特效动作,0,0,0,0,1,1000,1,0,0,1,3000,[],0,0,[],[112201],2000,0,[],0,,,,,SkillStatus_32,,
112301,盗墓老大重击,0,0,0,0,0,0,1,0,0,1,3800,[101801],1000,0,[],[],0,0,[],1,,,,,SkillStatus_41,,
112302,盗墓老大普攻,0,0,0,0,0,0,1,0,0,1,3800,[101802],600,0,[],[],0,0,[],1,,,,,SkillStatus_42,,
112303,召唤骷髅,0,0,0,0,0,8100,1,0,0,1,0,[],500,500,[],[],1,0,[301602],0,,,,,,,
112304,召唤骷髅弓箭手,0,0,0,0,0,8100,1,0,0,1,0,[],500,500,[],[],1,0,[301603],0,,,,,,,
112305,召唤骷髅木乃伊,0,0,0,0,0,8100,1,0,0,1,100,[],500,500,[],[],1,0,[301604],0,,,,,,,
112306,召唤幽灵,0,0,0,0,0,8100,1,0,0,1,100,[],500,500,[],[],1,0,[301605],0,,,,,,,
112307,召唤雪女,0,0,0,0,0,8100,1,0,0,1,100,[],500,500,[],[],1,0,[301606],0,,,,,,,
112308,召唤屠夫,0,0,0,0,0,8100,1,0,0,1,100,[],500,500,[],[],1,0,[301607],0,,,,,,,
112309,召唤召唤师,0,0,0,0,0,270000,1,0,0,1,200,[],0,0,[],[],0,0,[301610],1,,,,,,,
112310,召唤死亡骑士,0,0,0,0,0,8100,1,0,0,1,100,[],500,500,[],[],1,0,[301611],0,,,,,,,
112311,召唤巫妖,0,0,0,0,0,8100,1,0,0,1,100,[],500,500,[],[],1,0,[301612],0,,,,,,,
112312,飞铲,0,0,0,0,0,8000,1,0,0,1,1900,[100201],1000,0,[],[],0,0,[],0,,,,,SkillStatus_34,,
112401,普攻1,0,0,0,0,1,0,1,0,0,1,900,[108001],700,0,[],[],0,0,[],1,,,,,SkillStatus_31,,
112402,普攻2,0,0,0,0,1,0,1,0,0,1,1100,[108002],800,0,[],[],0,0,[],1,,,,,,,
112405,召唤蓝色石柱,0,0,0,0,0,0,1,0,0,1,0,[],0,5,[],[],0,0,[301613],0,,,,,,,
112406,3124011连带技能,0,0,0,0,0,0,1,0,0,1,0,[],0,0,[112403+1],[],0,0,[],0,,,,,,,
112407,3124013连带技能,0,0,0,0,0,0,1,0,0,1,0,[],0,0,[112405+1],[],0,0,[],0,,,,,,,
112408,3124015连带技能,0,0,0,0,0,0,1,0,0,1,0,[],0,0,[112407+1],[],0,0,[],0,,,,,,,
112409,召唤隐秘僵尸,0,0,0,0,0,0,1,0,0,1,0,[],0,0,[],[],0,0,[301619],0,,,,,,,
112410,Boss切换召唤僵尸状态,0,0,0,0,0,0,1,0,0,1,0,[],1,0,[],[],0,0,[],0,,,,,,,
112411,705，2号蓝石柱,0,0,0,0,0,0,1,0,0,1,0,[],0,5,[],[],0,0,[301613],0,,,,,,,
112412,红色石柱爆炸,0,0,0,0,0,0,0,0,0,1,0,[],0,5,[112505+1],[],0,0,[],0,,,,,,,
112413,2号蓝石柱,0,0,0,0,0,0,1,0,0,1,0,[],0,5,[],[],0,0,[301615],0,,,,,,,
112414,1号蓝石柱,0,0,0,0,0,0,1,0,0,1,0,[],0,5,[],[],0,0,[301616],0,,,,,,,
112415,3号红石柱,0,0,0,0,0,0,1,0,0,1,0,[],0,5,[],[],0,0,[301617],0,,,,,,,
112416,3号蓝石柱,0,0,0,0,0,0,1,0,0,1,0,[],0,5,[],[],0,0,[301618],0,,,,,,,
112417,僵尸破影一击,0,0,0,0,1,0,0,0,0,1,2000,[40101],1500,5,[],[],0,0,[],1,,,,,FightStatus_5,,
112418,普通攻击,0,0,0,0,1,0,0,0,0,1,2000,[40101],1500,5,[],[],0,0,[],1,,,,,FightStatus_5,,
112505,705初始召唤石像1,0,0,0,0,0,0,1,0,0,1,0,[],0,5,[],[],0,0,[301613],0,,,,,,,
112506,705初始召唤石像2,0,0,0,0,0,0,1,0,0,1,0,[],0,5,[],[],0,0,[301614],0,,,,,,,
112601,复活石柱BUFF,0,0,0,0,0,22000,1,0,0,1,0,[],0,5,[112601+1],[],0,0,[],0,,,,,,,
112602,影压击飞,0,0,0,0,0,0,1,0,0,1,3000,[112601],1100,5,[],[],0,0,[],0,,,,,,,
112609,影压特效,0,0,0,0,0,0,1,0,0,1,0,[112609],1,5,[],[],0,0,[],0,,,,,,,
112701,召唤火焰法阵,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[],[],0,0,[301620],0,,,,,,,
112702,火焰法阵火雨,0,0,0,0,0,1000,1,0,0,1,2000,[],0,5,[],[112701+112702+112703+112704+112705+112706+112707+112708],1000,50,[],0,,,,,,,
112703,给召唤师或者BOSS添加释放火雨BUFF,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[112706+1],[],0,0,[],0,,,,,,,
112705,发现目标添加触发标志,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[112709+1],[],0,0,[],0,,,,,,,
112801,召唤冰霜法阵,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[],[],0,0,[301621],0,,,,,,,
112802,给召唤师或者BOSS添加释放冰墙BUFF,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[112805+1],[],0,0,[],0,,,,,,,
112803,召唤冰墙,0,0,0,0,1,21000,1,1,0,1,14000,[],0,5,[],[],0,0,[301622],0,,,,,,,
112805,发现目标添加触发标志,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[112809+1],[],0,0,[],0,,,,,,,
112901,召唤壁垒法阵,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[],[],0,0,[301623],0,,,,,,,
112902,给召唤师添加释放壁垒BUFF,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[112905+1],[],0,0,[],0,,,,,,,
112903,给BOSS添加释放壁垒BUFF,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[112906+1]*[112909+1],[],0,0,[],0,,,,,,,
112904,召唤龙卷风,0,0,0,0,1,0,1,0,0,1,1000,[],0,5,[],[],0,0,[301624],0,,,,,,,
112905,BOSS召唤龙卷风,0,0,0,0,1,0,1,0,0,1,1000,[],0,5,[],[],0,0,[301625],0,,,,,,,
112906,复仇女神普攻,0,0,0,0,1,0,0,0,0,1,1400,[112901+112901],500,500,[],[],0,0,[],1,,,,,FightStatus_5,,
112907,复仇女神竖劈,0,0,0,0,1,5000,0,0,0,1,1100,[112902],800,5,[],[],0,0,[],1,,,,,SkillStatus_33,,
112908,状态跳转技能,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[112902+-10]*[10+1],[],0,0,[],0,,,,,SkillStatus_32,,
112909,发现目标添加触发标志,0,0,0,0,1,0,0,0,0,1,0,[],0,0,[112919+1],[],0,0,[],0,,,,,,,
113001,尤达米尔火球技能,0,0,0,0,0,10000,1,0,0,1,2200,[113001],1400,5,[],[],0,1,[],1,,,,,SkillStatus_32,,
113002,尤达米尔冰弹技能,0,0,0,0,0,10000,1,0,0,1,2200,[113002],1400,5,[1101+1],[],0,1,[],1,,,,,SkillStatus_33,,
113003,尤达米尔雷球技能,0,0,0,0,0,20000,1,0,0,1,4000,[113003],1400,5,[],[],0,0,[],0,,,,,,,
113004,尤达米尔大宝剑技能,0,0,0,0,0,20000,1,0,0,1,4000,[113004],1000,5,[],[],0,0,[],0,,,,,SkillStatus_31,,
113005,尤达米尔召唤传送门,0,0,0,0,0,5000,1,0,0,1,500,[],0,5,[],[],0,0,[301627],0,,,,,,,
113006,尤达米尔召唤死亡骑士,0,0,0,0,0,5000,1,0,0,1,2000,[],0,5,[],[],0,0,[301626],0,,,,,,,
113101,尤达米尔领域,0,0,0,0,0,10000,1,0,0,1,2500,[],0,5,[],[113101+113102],2000,50,[],0,,,,,SkillStatus_31,,
113102,尤达米尔吹笛子,0,0,0,0,0,3000,1,0,0,1,2500,[],0,5,[113101+1]*[113102+1],[],0,0,[],0,,,,,,,
113103,尤达米尔精灵之光,0,0,0,0,0,17000,1,0,0,1,3000,[113103],1500,5,[],[],0,0,[],0,,,,,SkillStatus_32,,
113104,尤达米尔吹动作,0,0,0,0,0,17000,1,0,0,1,3000,[],0,5,[113105+1],[],0,0,[],0,,,,,SkillStatus_33,,
113201,尤达米尔冰墙1,0,0,0,0,0,200,1,0,0,1,2000,[],0,5,[],[],0,0,[301628],0,,,,,,,
113202,尤达米尔斩杀,0,0,0,0,0,7000,1,0,0,1,3000,[],0,5,[],[113204],1000,1,[],1,,,,,SkillStatus_32,,
113203,尤达米尔审判子弹,0,0,0,0,0,4000,1,0,0,1,6000,[113205+113206+113207+113205+113206+113207+113205+113206+113207+113205+113206+113207+113205+113206+113207+113205+113206+113207+113205],3000,150,[],[],0,0,[],0,,,,,SkillStatus_35,,
113204,尤达米尔气流斩,0,0,0,0,0,6500,1,0,0,1,10000,[113203+1506+1506+1506+113203+1506+1506+1506+113203],1400,50,[],[],0,0,[],0,,,,,SkillStatus_34,,
113205,尤达米尔刺杀,0,0,0,0,0,10000,1,0,0,1,2000,[],0,5,[113210+1]*[113211+1]*[113212+1],[],5,1,[],1,,,,,SkillStatus_33,,
113206,尤达米尔刺杀,0,0,0,0,0,28000,1,0,0,1,2000,[113208],100,5,[],[],0,0,[],0,,,,,,,
113207,给我方召唤师一个标记,0,0,0,0,0,10000,1,0,0,1,100,[],0,0,[113201+1],[],,,,,,,,,,,
113301,石像秒人,0,0,0,0,0,15000,1,0,0,1,200,[],0,5,[113302+1],[],0,0,[],0,,,,,SkillStatus_33,,
113302,召唤僵尸,0,0,0,0,0,0,1,0,0,1,5,[],0,5,[],[],0,0,[301629],0,,,,,,,
113401,闪电风暴,0,0,0,0,0,14000,1,0,0,1,2200,[],100,5,[],[113402+113401],2000,5,[],0,,,,,SkillStatus_33,,
113402,召唤骷髅兵,0,0,0,0,0,0,1,0,0,1,5,[],0,5,[],[],0,0,[301630],0,,,,,,,
113500,时间透支,0,0,0,0,0,15000,1,0,0,1,5,[],5,5,[113501+1],[],0,0,[],0,,,,,,,
113502,时间禁锢,0,0,0,0,0,15000,1,0,0,1,5,[],5,5,[113503+1],[],0,0,[],0,,,,,SkillStatus_32,,
113505,驱逐,0,0,0,0,0,300000,1,0,0,1,5,[],5,5,[113505+1],[],0,0,[],0,,,,,SkillStatus_32,,
113506,召唤石像,0,0,0,0,0,300000,1,0,0,1,5,[],5,5,[],[],0,0,[301631],0,,,,,,,
113507,普攻加时之终焉,0,0,0,0,1,2000,1,0,0,1,3200,[113507],2300,0,[],[],0,0,[],0,,,,,FightStatus_5,,
113508,时之终焉连射,0,0,0,0,1,20000,0,0,0,1,5000,[113503+113502+113501+113504+113505],500,800,[],[],0,0,[],0,,,,,SkillStatus_33,,
140000,小鹿群星坠落,0,0,0,0,0,0,0,0,0,1,1500,[30317+30315+30312+30314+30313+30318+30316+30317+30315+30312+30314+30313+30318+30316+30317+30315+30312+30314+30313+30318+30316],1,50,[],[],0,0,[],0,,,,,,,
140101,约修亚技能1电弧,0,0,0,0,0,15000,1,1,0,1,2200,[],0,5,[],[1401+1403],1400,5,[],1,,,,,SkillStatus_31,,
140102,约修亚技能2闪电风暴空状态,0,0,0,0,0,30000,1,1,0,1,3000,[],0,5,[],[],0,0,[],1,,,,,SkillStatus_33,,
140103,约修亚技能3闪电力场,0,0,0,0,0,30000,1,1,0,1,6000,[],0,5,[],[1405+1408],3800,5,[],1,,,,,SkillStatus_32,,
140201,死神暗影炮,0,0,0,0,0,300000,1,0,0,1,7000,[],0,0,[],[140201+140202+140203+140204+140205+140206+140207],3800,200,[],0,,,,,SkillStatus_31,,
140202,死神死神镰刀,0,0,0,0,0,10000,1,0,0,1,7000,[140208+140209],2000,200,[],[],0,0,[],0,,,,,SkillStatus_32,,
140203,死神黑暗深渊,0,0,0,0,0,300000,1,0,0,1,7000,[],0,0,[140201+1],[],0,0,[],0,,,,,SkillStatus_35,,
140301,莱奥进入技能1气流斩空状态,0,0,0,0,0,20000,1,1,0,1,4500,[],0,0,[],[],0,0,[],0,,,,,SkillStatus_35,,
140302,莱奥技能2热血号角空状态,0,0,0,0,0,20000,1,1,0,1,2000,[],0,0,[],[],0,0,[],0,,,,,SkillStatus_32,,
140303,莱奥技能3主动出击,0,0,0,0,0,15000,1,1,0,1,2550,[],0,0,[],[],0,0,[],0,,,,,SkillStatus_38,,
140401,爬塔罗迪亚克圣光大宝剑,0,0,0,0,0,30000,1,1,0,1,2000,[140401],1500,0,[],[],0,0,[],0,,,,,SkillStatus_32,,
140402,爬塔罗迪亚克圣光领域,0,0,0,0,0,8000,1,1,0,1,2000,[1601+1602],200,5,[],[],0,0,[],0,,,,,SkillStatus_31,,
140403,爬塔罗迪亚克圣光审判,0,0,0,0,0,300000,1,1,0,1,2000,[],0,5,[],[],0,0,[],0,,,,,SkillStatus_33,,
140404,爬塔罗迪亚克圣光审判真,0,0,0,0,0,75000,1,0,0,3,1300,[1604+1605+1606+1604+1605+1606],100,200,[],[],0,0,[],0,,,,,,,
140501,爬塔艾丽卡精灵之光,2,0,0,0,0,8000,1,1,0,1,3000,[140501],400,0,[],[],0,0,[],1,,,,,SkillStatus_31,,
140502,爬塔艾丽卡召唤传送门,2,0,0,0,0,3000,1,1,0,1,4200,[],0,0,[],[],0,0,[300003],0,,,,,SkillStatus_32,,
140503,爬塔艾丽卡召唤巨熊前身,2,0,0,0,0,300000,1,1,0,1,2000,[],0,0,[],[],0,0,[300008],0,,,,,SkillStatus_33,,
140603,刺客少年技能3刺杀,1,0,0,0,0,30000,1,1,0,1,7400,[],0,5,[],[1203],1900,1,[],1,,,,,SkillStatus_33,,
140701,爬塔火法火球技能1,0,0,0,0,0,8500,1,1,0,1,1000,[],0,5,[],[1001],800,1,[],1,,,,,SkillStatus_31,,
140702,爬塔火法火雨技能2,0,0,0,0,0,25000,1,1,0,1,3000,[140702+140703+140704+140705+140706+140707+140708+140709],1000,50,[],[],0,0,[],1,,,,,SkillStatus_32,,
140703,爬塔火法火龙技能3,0,0,0,0,0,30000,1,1,0,1,5000,[],0,5,[140701+1],[],5,1,[],1,,,,,SkillStatus_33,,
140704,爬塔火法火龙出生,0,0,0,0,0,5000,1,1,0,1,4000,[],0,5,[],[1020],1000,1,[300000],0,,,,,,,
140800,冰法冰弹技能1,0,0,0,0,0,8500,1,0,0,1,1800,[],0,5,[140801+1],[140801],1550,1,[],1,,,,,SkillStatus_31,,
140801,冰法巨冰技能2,0,0,0,0,0,31000,1,0,0,1,14000,[],0,5,[],[],0,0,[300001],1,,,,,SkillStatus_32,,
140802,冰弹范围减速,0,0,0,0,0,0,0,0,0,1,100,[],0,5,[140802+1],[],5,50,[],0,,,,,,,
140803,冰法暴风雪技能3,0,0,0,0,0,30000,1,0,0,5,1400,[],0,5,[],[],0,100,[],1,,,,,SkillStatus_33,,
140804,冰法暴风雪技能3+1,0,0,0,0,0,7900,1,0,0,5,1000,[],0,5,[],[140812+140813+140814+140815+140816+140817],350,100,[],1,,,,,,,
