,描述,动画文件,动画标签,动画生命周期,播放速率,是否循环,缩放,Zorder作用域,Zorder值,偏移量,色相饱和度明度,动画第1帧开始是否淡入,动画最后1帧是否淡出,音乐ID,播放速度影响因素
370005,红色石柱出生光效,410102,410200_Birth1,1400,1,1,[1.3+1.3],0,1,[8+3],[],100,300,0,0
370011,石柱顶光晕特效,410103,410100_Light1,0,0.6,1,[1.6+1.9],0,1,[0+55],[],0,2000,[10902+0],0
370021,红色石柱爆炸,428,Exploded,0,0.7,0,[1.8+3.0],0,1,[0+25],[],0,0,[10708+0],0
405101,嗜血精灵传送门出现,449,1300-Delivery5,0,1,0,[1.0+1.0],0,-1,[0+150],[],0,0,0,0
405102,嗜血精灵传送门出现,449,1300-Delivery8,0,1,1,[1.0+1.0],0,-1,[0+150],[],0,0,0,0
405103,嗜血精灵传送门出现,449,1300-Delivery6,0,1,0,[1.0+1.0],0,-1,[0+150],[],0,0,0,0
405701,试液摊开,420,Reagent_Loop,0,1,0,[1.0+1.0],0,-999,[0+0],[],0,0,0,0
405702,试液循环,420,Reagent_Loop,0,1,1,[1.0+1.0],0,-999,[0+0],[],0,0,0,0
405703,嗜血,423,vampire_buff,0,1,1,[1.5+1.5],0,1,[-5+30],[],0,100,0,0
405704,红色上升光芒,431,Red_Light,0,1,1,[1.5+1.5],0,1,[0+0],[],0,0,0,0
405705,红色小上升光芒,431,Red_Light,0,1,1,[1.0+1.2],0,1,[0+0],[],0,0,0,0
406001,恶灵深渊循环,444,Dead_Marshes2,0,0.4,1,[0.8+0.7],0,-999,[0+-20],[],0,0,0,0
406002,恶灵深渊（巫妖）,444,Dead_Marshes4,0,0.4,1,[0.8+0.7],0,-999,[0+0],[],0,0,0,0
406003,恶灵深渊展开,444,Dead_Marshes1,0,0.4,0,[0.8+0.7],0,-999,[0+-20],[],0,0,0,0
406004,恶灵深渊死亡,444,Dead_Marshes3,0,0.4,0,[0.8+0.7],0,-999,[0+-20],[],0,0,0,0
406005,恶灵深渊紫色雾气,421,Ptomaine,0,1,1,[2.0+2.0],0,1,[0+-10],[],0,100,0,0
406301,血泉红色底座,100701,Stand1,0,1,1,[0.7+0.8],0,-500,[0+0],[0.4+-0.2+0],0,0,0,0
406302,通用嗜血-作1魅惑印记,422,Betrayal,0,1,1,[1.0+1.0],0,1,[0+0],[0.2+-0.1+0],0,100,0,0
406303,通用嗜血-作2魅惑印记,422,Betrayal,0,1,1,[1.4+1.4],0,1,[0+0],[0.4+-0.2+0],0,100,0,0
406304,通用嗜血-作3魅惑印记,422,Betrayal,0,1,1,[1.8+1.8],0,1,[0+0],[],0,100,0,0
410100,下光,410101,Stand1_Effect1,0,1,1,[1.0+1.0],0,-500,[0+0],[],0,100,0,0
412701,火焰塔出生动作特效,412702,Born1_Effect1,0,1,0,[1.0+1.0],0,0,[0+50],[],0,0,0,0
412702,火焰塔待机动作特效,412702,Stand1_Effect1,0,1,1,[1.0+1.0],0,0,[0+50],[],0,0,0,0
412703,火焰塔技能动作特效,412702,Skill1_Effect1,0,1,0,[1.0+1.0],0,0,[0+50],[],0,0,0,0
412704,火焰塔出生塔顶尖角,412701,Born1,0,1,0,[1.0+1.0],0,1,[0+50],[],0,0,0,0
412705,火焰塔待机塔顶尖角,412701,Stand1,0,1,1,[1.13+1.13],0,1,[0+-2],[],0,0,0,0
412706,火焰塔技能塔顶尖角,412701,Skill1,0,1,1,[1.0+1.0],0,1,[0+50],[],0,0,0,0
412707,火焰塔缩回塔顶尖角,412701,Skill2,0,1,0,[1.0+1.0],0,1,[0+50],[],0,0,0,0
412708,火焰塔触发特效,412703,Skill1_Effect1,0,1,0,[1.5+1.5],0,0,[0+120],[],0,0,0,0
412709,火焰塔目标触发特效,412703,Skill1_Effect2,0,1,1,[1.5+1.5],0,0,[0+120],[],0,0,0,0
412801,冰霜塔出生动作特效,412802,Born1_Effect1,0,1,0,[1.0+1.0],0,0,[0+0],[],0,0,0,0
412802,冰霜塔待机动作特效,412802,Stand1_Effect1,0,1,1,[1.0+1.0],0,0,[0+0],[],0,0,0,0
412803,冰霜塔技能动作特效,412802,Skill1_Effect1,0,1,0,[1.0+1.0],0,0,[0+0],[],0,0,0,0
412804,冰霜塔出生塔顶尖角,412801,Born1,0,1,0,[1.0+1.0],0,1,[0+50],[],0,0,0,0
412805,冰霜塔待机塔顶尖角,412801,Stand1,0,1,1,[1.13+1.13],0,1,[0+-2],[],0,0,0,0
412806,冰霜塔技能塔顶尖角,412801,Skill1,0,1,1,[1.0+1.0],0,1,[0+50],[],0,0,0,0
412807,冰霜塔缩回塔顶尖角,412801,Skill2,0,1,0,[1.0+1.0],0,1,[0+50],[],0,0,0,0
412808,冰霜塔技能动作特效,412802,Light_Buff1,0,1,0,[1.0+1.0],0,0,[0+0],[],0,0,0,0
412809,冰霜塔触发特效,412803,Skill1_Effect1,0,1,0,[1.5+1.5],0,0,[0+120],[],0,0,0,0
412810,冰霜塔目标触发特效,412803,Skill1_Effect2,0,1,1,[1.5+1.5],0,0,[0+120],[],0,0,0,0
412901,狂风塔出生动作特效,412902,Born1_Effect1,0,1,0,[1.0+1.0],0,0,[0+0],[],0,0,0,0
412902,狂风塔待机动作特效,412902,Stand1_Effect1,0,1,1,[1.3+1.3],0,0,[0+0],[],0,0,0,0
412903,狂风塔技能动作特效,412902,Skill1_Effect1,0,1,0,[1.3+1.3],0,0,[0+0],[],0,0,0,0
412904,狂风塔出生塔顶尖角,412901,Born1,0,1,0,[1.0+1.0],0,1,[0+50],[],0,0,0,0
412905,狂风塔待机塔顶尖角,412901,Stand1,0,1,1,[1.13+1.13],0,1,[0+-2],[],0,0,0,0
412906,狂风塔技能塔顶尖角,412901,Skill1,0,1,1,[1.0+1.0],0,1,[0+50],[],0,0,0,0
412907,狂风塔缩回塔顶尖角,412901,Skill2,0,1,0,[1.0+1.0],0,1,[0+50],[],0,0,0,0
412908,龙卷风,412902,Tornado_Buff1,0,1,1,[1.3+1.3],0,2,[0+0],[],0,0,0,0
412909,冰霜塔触发特效,412903,Skill1_Effect1,0,1,0,[1.5+1.5],0,0,[0+120],[],0,0,0,0
412910,冰霜塔目标触发特效,412903,Skill1_Effect2,0,1,1,[1.5+1.5],0,0,[0+120],[],0,0,0,0
450101,女神像水池白色状态,450101,Stand1,0,1,1,[1.0+1.0],0,-1,[0+0],[],0,0,0,0
450102,女神像水池黑色状态,450101,Stand2,0,1,1,[1.0+1.0],0,-1,[0+0],[],0,0,0,0
450103,女神像水池白变黑状态,450101,Change1,0,1,0,[1.0+1.0],0,-1,[0+0],[],0,0,0,0
450104,女神像水池黑变白状态,450101,Change2,0,1,0,[1.0+1.0],0,-1,[0+0],[],0,0,0,0
